학교명,학교급구분,소재지지번주소,위도,경도
대곡초등학교,초등학교,경상남도 진주시 대곡면 와룡리 591,35.25786868,128.1770874
금호초등학교,초등학교,경상남도 진주시 금산면 장사리 961,35.21876426,128.1435644
김제자영고등학교,고등학교,전라북도 김제시 백산면 상정리 420,35.79394651,126.9222174
금악초등학교,초등학교,제주특별자치도 제주시 한림읍 금악리 1915,33.35645137,126.2958559
금성초등학교,초등학교,서울특별시 중랑구 신내동 651,37.61501531,127.0896681
노동초등학교,초등학교,전라남도 보성군 노동면 거석리 522,34.8237454,127.0486922
대구동원초등학교,초등학교,대구광역시 수성구 만촌동 934,35.86575899,128.6396282
늘푸른초등학교,초등학교,경기도 성남시 분당구 정자동 178-5,37.35795921,127.1053044
대구이현초등학교,초등학교,대구광역시 서구 평리동 1500,35.87340603,128.5503966
대구관문초등학교,초등학교,대구광역시 북구 매천동 743,35.90830018,128.5459824
대구범물초등학교,초등학교,대구광역시 수성구 범물동 1279-1,35.8219129,128.6454081
대구동천초등학교,초등학교,대구광역시 수성구 범어동 9,35.8658819,128.6253214
대구경동초등학교,초등학교,대구광역시 수성구 범어동 89,35.85271578,128.6393548
대구제일중학교,중학교,대구광역시 중구 봉산동 230-1,35.86128238,128.5969218
담양금성중학교,중학교,전라남도 담양군 금성면 석현리 51,35.34052619,127.0215838
낙동중학교,중학교,경상북도 상주시 낙동면 낙동리 128-1,36.36503853,128.3008338
낙운중학교,중학교,경상북도 상주시 낙동면 상촌리 650,36.3769373,128.2529901
대선초등학교,초등학교,경기도 수원시 영통구 망포동 710,37.24184915,127.0643697
낙서초등학교,초등학교,경상남도 의령군 낙서면 정곡리 167-2,35.48181727,128.4143191
낙서초등학교,초등학교,경상북도 상주시 내서면 낙서리 20-25,36.40701332,128.0212688
대곡중학교,중학교,대구광역시 달서구 도원동 1441,35.80666796,128.5326302
대서중학교,중학교,대구광역시 달서구 송현동 898-15,35.82377831,128.5442396
다선중학교,중학교,부산광역시 사하구 다대동 1549-3,35.0525601,128.963946
다대중학교,중학교,부산광역시 사하구 다대동 945,35.05712706,128.9685501
당리중학교,중학교,부산광역시 사하구 당리동 438-1,35.10192699,128.9805243
대동중학교,중학교,부산광역시 사하구 신평동 569-72,35.08694777,128.9832647
남양초등학교,초등학교,경상남도 창원시 성산구 남양동 18,35.21210496,128.6984142
대방초등학교,초등학교,경상남도 창원시 성산구 대방동 359,35.21127945,128.7067488
대암초등학교,초등학교,경상남도 창원시 성산구 대방동 372,35.20613586,128.7095434
대구북중학교,중학교,대구광역시 북구 복현동 219-1,35.89776074,128.620551
대구일중학교,중학교,대구광역시 북구 침산동 400-4,35.8867523,128.5851328
대원고등학교,고등학교,서울특별시 광진구 중곡동 176-124,37.56331603,127.0895356
대원여자고등학교,고등학교,서울특별시 광진구 중곡동 176-124,37.56249619,127.0894052
대신여자중학교,중학교,부산광역시 서구 동대신동2가 87-9,35.11338968,129.0245915
대구범어초등학교,초등학교,대구광역시 수성구 범어동 154,35.86056199,128.6329586
대구동도초등학교,초등학교,대구광역시 수성구 범어동 784-2,35.85698959,128.6240466
대구수성초등학교,초등학교,대구광역시 수성구 상동 89-2,35.83690126,128.6102361
대구동성초등학교,초등학교,대구광역시 수성구 수성동1가 282,35.85322093,128.612644
대구지봉초등학교,초등학교,대구광역시 수성구 지산동 1296,35.82544724,128.6409186
대구두산초등학교,초등학교,대구광역시 수성구 지산동 1043,35.83279398,128.6257795
대구지산초등학교,초등학교,대구광역시 수성구 지산동 1149,35.82738335,128.6301905
대구용지초등학교,초등학교,대구광역시 수성구 지산동 1272,35.82267166,128.6329871
다송초등학교,초등학교,부산광역시 사하구 다대동 93,35.06935759,128.9796658
낙동초등학교,초등학교,부산광역시 사하구 당리동 313-6,35.10540745,128.9729814
농소초등학교,초등학교,울산광역시 북구 호계동 858-1,35.62195266,129.3560382
대구성지초등학교,초등학교,대구광역시 달서구 용산동 412-4,35.85314585,128.518516
대구성서초등학교,초등학교,대구광역시 달서구 이곡동 727-1,35.85159762,128.5143992
대구선원초등학교,초등학교,대구광역시 달서구 용산동 504,35.86101498,128.5151464
달성중학교,중학교,대구광역시 달성군 화원읍 명곡리 261,35.80035843,128.4936647
남지초등학교,초등학교,경상남도 창녕군 남지읍 남지리 723,35.38917379,128.4715511
김화고등학교,고등학교,강원도 철원군 서면 와수리 589-3,38.24347065,127.433028
대전계산초등학교,초등학교,대전광역시 유성구 계산동 254,36.34385672,127.2988641
남원용성고등학교,고등학교,전라북도 남원시 도통동 220,35.41904649,127.3917822
남산초등학교,초등학교,경상남도 의령군 의령읍 동동리 1002,35.32094578,128.2672812
노원중학교,중학교,서울특별시 노원구 상계동 743,37.64905106,127.0598021
노일중학교,중학교,서울특별시 노원구 상계동 1044,37.67307458,127.0538233
녹천중학교,중학교,서울특별시 노원구 월계동 321-7,37.63126959,127.0622895
노곡중학교,중학교,서울특별시 도봉구 창동 32,37.64821152,127.0533553
남일중학교,중학교,부산광역시 동래구 안락동 165-1,35.19267621,129.1116161
남해초등학교,초등학교,경상남도 남해군 남해읍 북변리 141-3,34.83925208,127.8921787
남명초등학교,초등학교,경상남도 남해군 남면 당항리 1410,34.77267452,127.8899262
남천초등학교,초등학교,부산광역시 수영구 남천동 69-27,35.14319945,129.1078479
남산초등학교,초등학교,울산광역시 남구 옥동 1396,35.53670641,129.2953159
대구와룡초등학교,초등학교,대구광역시 달서구 이곡동 1191-1,35.85683889,128.5018281
내리초등학교,초등학교,부산광역시 기장군 기장읍 내리 772,35.20549943,129.2056389
내동중학교,중학교,경기도 부천시 내동 27,37.5181157,126.7740855
까치울중학교,중학교,경기도 부천시 여월동 303,37.51525254,126.8014094
남원제일고등학교,고등학교,전라북도 남원시 노암동 730,35.39186209,127.3740428
대자중학교,중학교,광주광역시 서구 동천동 649,35.16887377,126.8674704
남성초등학교,초등학교,경상북도 경산시 평산동 36,35.81340555,128.7761829
다문초등학교,초등학교,경상북도 경산시 진량읍 다문리 261,35.87129904,128.8507794
금성초등학교,초등학교,경상남도 진주시 초전동 686-1,35.19779169,128.1149634
금락초등학교,초등학교,경상북도 경산시 하양읍 금락리 396-2,35.91095677,128.8239329
대구덕인초등학교,초등학교,대구광역시 달서구 본리동 407-1,35.83896163,128.5349705
대구남부초등학교,초등학교,대구광역시 달서구 성당동 660,35.84467546,128.5504276
대구신서초등학교,초등학교,대구광역시 달서구 신당동 1733,35.85762859,128.494671
대륜고등학교,고등학교,대구광역시 수성구 만촌동 산 241,35.85304009,128.6557518
대구혜화여자고등학교,고등학교,대구광역시 수성구 만촌동 1256-26,35.8503581,128.6480784
금오초등학교,초등학교,경상북도 구미시 원평동 504,36.12407457,128.3347517
나산초등학교,초등학교,경기도 용인시 기흥구 보라동 613,37.25030665,127.1089779
대구화남초등학교,초등학교,대구광역시 달성군 화원읍 명곡리 113,35.79988505,128.4982787
대구화원초등학교,초등학교,대구광역시 달성군 화원읍 천내리 417,35.80291682,128.4995743
대구금포초등학교,초등학교,대구광역시 달성군 논공읍 금포리 1496,35.77454261,128.4257409
대구북동초등학교,초등학교,대구광역시 달성군 논공읍 남리 1119,35.72981344,128.4397593
내서초등학교,초등학교,경상남도 창원시 마산회원구 두척동 550-1,35.23770882,128.5453983
대자초등학교,초등학교,광주광역시 북구 운암동 782-6,35.17367108,126.8727441
노화초등학교,초등학교,전라남도 완도군 노화읍 도청리 324,34.19539761,126.5701559
노화북초등학교,초등학교,전라남도 완도군 노화읍 신양리 452-1,34.21576636,126.577506
넙도초등학교,초등학교,전라남도 완도군 노화읍 내리 488-1,34.18837558,126.5043789
노화중앙초등학교,초등학교,전라남도 완도군 노화읍 이포리 674,34.17871031,126.5724113
당촌초등학교,초등학교,경기도 성남시 분당구 분당동 36,37.37370826,127.1314362
낙생초등학교,초등학교,경기도 성남시 분당구 판교동 551,37.3944505,127.0990439
달안초등학교,초등학교,경기도 안양시 동안구 비산동 1109-1,37.39429481,126.9501245
녹명초등학교,초등학교,부산광역시 강서구 녹산동 228,35.11484347,128.8858738
대사초등학교,초등학교,부산광역시 강서구 강동동 101-64,35.2200013,128.9384798
금당초등학교,초등학교,충청남도 홍성군 홍동면 금당리 656,36.56844632,126.7246418
금마초등학교,초등학교,충청남도 홍성군 금마면 부평리 108,36.61345382,126.7323959
대상초등학교,초등학교,부산광역시 강서구 대저1동 2355-1,35.21478907,128.9796864
대저초등학교,초등학교,부산광역시 강서구 대저1동 1605,35.21573276,128.9547874
대구장성초등학교,초등학교,대구광역시 달서구 장기동 48,35.8508223,128.523092
대구파호초등학교,초등학교,대구광역시 달서구 호산동 350-1,35.85027945,128.4814778
대구다사초등학교,초등학교,대구광역시 달성군 다사읍 매곡리 457,35.86896903,128.4591207
대구왕선초등학교,초등학교,대구광역시 달성군 다사읍 매곡리 1542,35.86315215,128.4656123
대구서재초등학교,초등학교,대구광역시 달성군 다사읍 서재리 262,35.87214325,128.4985133
대구도림초등학교,초등학교,대구광역시 달성군 다사읍 서재리 32,35.87810529,128.5000158
대구천내초등학교,초등학교,대구광역시 달성군 화원읍 구라리 1557,35.80964895,128.5018573
대전가오초등학교,초등학교,대전광역시 동구 가오동 498,36.3105673,127.4578652
내수초등학교,초등학교,충청북도 청주시 청원구 내수읍 마산리 171,36.726789,127.5374438
금천초등학교,초등학교,경상북도 청도군 금천면 동곡리 905,35.67930523,128.8946314
능교초등학교,초등학교,전라북도 정읍시 산내면 능교리 507-1,35.56815299,127.0314234
능실중학교,중학교,경기도 수원시 권선구 호매실동 1390,37.26079942,126.9558895
남성현초등학교,초등학교,경상북도 청도군 화양읍 삼신리 257,35.69633791,128.7162441
금명초등학교,초등학교,부산광역시 북구 금곡동 1896,35.24157224,129.0110585
김해봉황초등학교,초등학교,경상남도 김해시 전하동 518,35.22214006,128.869829
김해활천초등학교,초등학교,경상남도 김해시 지내동 297-5,35.23173135,128.9182125
김해내동초등학교,초등학교,경상남도 김해시 내동 168,35.24242067,128.858945
김해삼성초등학교,초등학교,경상남도 김해시 삼정동 635-1,35.23361573,128.9002062
김해대곡초등학교,초등학교,경상남도 김해시 어방동 627,35.24403019,128.898689
김해외동초등학교,초등학교,경상남도 김해시 외동 1218,35.23240234,128.8575933
김해가야초등학교,초등학교,경상남도 김해시 외동 830,35.23638014,128.8509812
금산초등학교,초등학교,경상남도 김해시 진영읍 좌곤리 356-1,35.29191872,128.7085225
대구서부초등학교,초등학교,대구광역시 서구 비산동 405-1,35.87389244,128.5740552
금성초등학교,초등학교,충청남도 아산시 인주면 금성리 83,36.84427344,126.8796662
남창초등학교,초등학교,충청남도 아산시 둔포면 신남리 230,36.92056266,127.0006959
대구대성초등학교,초등학교,대구광역시 서구 비산동 169-1,35.87106791,128.5773543
대구비봉초등학교,초등학교,대구광역시 서구 비산동 705-1,35.88317975,128.5685192
대구북비산초등학교,초등학교,대구광역시 서구 비산동 786-1,35.88176842,128.5641094
대구인지초등학교,초등학교,대구광역시 서구 비산동 1025-10,35.88674954,128.5668868
대구서평초등학교,초등학교,대구광역시 서구 평리동 574-6,35.87839282,128.5485208
대구비산초등학교,초등학교,대구광역시 서구 평리동 662-1,35.8787485,128.5638596
대구평리초등학교,초등학교,대구광역시 서구 평리동 1070-37,35.87283645,128.5605386
대구서도초등학교,초등학교,대구광역시 서구 평리동 1111-1,35.86707685,128.5658112
나눔초등학교,초등학교,경기도 안양시 동안구 평촌동 109-1,37.39048986,126.9754929
대구성남초등학교,초등학교,대구광역시 달서구 두류동 812-1,35.85330682,128.5723813
대구내당초등학교,초등학교,대구광역시 달서구 두류동 1202-1,35.86070101,128.5724309
대구신흥초등학교,초등학교,대구광역시 달서구 두류동 472-1,35.85631244,128.5571864
대구성당초등학교,초등학교,대구광역시 달서구 본리동 166-1,35.84050576,128.5473222
나곡초등학교,초등학교,경기도 용인시 기흥구 보라동 554,37.2536347,127.1190278
대덕초등학교,초등학교,대전광역시 유성구 도룡동 396,36.38513265,127.3808818
금성초등학교,초등학교,대전광역시 유성구 신성동 210-12,36.38895306,127.3496634
대구칠성초등학교,초등학교,대구광역시 북구 침산동 211,35.88631381,128.5939142
대구달산초등학교,초등학교,대구광역시 북구 침산동 402,35.88798342,128.5853192
대구태현초등학교,초등학교,대구광역시 북구 태전동 317-1,35.92820573,128.5408451
대소초등학교,초등학교,충청북도 음성군 대소면 오산리 186-1,36.96675995,127.4857141
능산초등학교,초등학교,충청북도 음성군 삼성면 능산리 203,37.03933005,127.5385732
대왕초등학교,초등학교,충청남도 부여군 부여읍 가탑리 377-1,36.26845225,126.9274953
대남초등학교,초등학교,부산광역시 남구 대연동 238-38 대남초등학교,35.14831691,129.0968809
대연초등학교,초등학교,부산광역시 남구 대연동 289-15,35.13705916,129.0923796
대구남산초등학교,초등학교,대구광역시 중구 남산동 122,35.86300415,128.5831538
논산공업고등학교,고등학교,충청남도 논산시 취암동 536-1,36.1972564,127.0873228
논산고등학교,고등학교,충청남도 논산시 내동 494-4,36.18162006,127.0972252
논산여자상업고등학교,고등학교,충청남도 논산시 강산동 53,36.1841225,127.0955191
논산중학교,중학교,충청남도 논산시 부창동 50,36.1978781,127.0856775
논산여자중학교,중학교,충청남도 논산시 취암동 462-5,36.19472041,127.0910514
논산여자고등학교,고등학교,충청남도 논산시 취암동 462-5,36.19450131,127.0922884
김해가야고등학교,고등학교,경상남도 김해시 내동 1146-4,35.23572178,128.8705741
김해삼방고등학교,고등학교,경상남도 김해시 삼방동 768,35.2551658,128.9030273
금암초등학교,초등학교,전라북도 군산시 서수면 금암리 261,36.00549296,126.9073503
대구새론초등학교,초등학교,대구광역시 동구 각산동 1059,35.8847202,128.7171456
대구중앙고등학교,고등학교,대구광역시 수성구 수성동4가 1145-1,35.86737668,128.6166802
기성초등학교길헌분교장,초등학교,대전광역시 서구 평촌동 297,36.24142636,127.3158017
대양전자통신고등학교,고등학교,부산광역시 남구 문현동 303-3,35.1328676,129.073831
대광발명과학고등학교,고등학교,부산광역시 사하구 당리동 286-1,35.10145384,128.9726277
금정전자공업고등학교,고등학교,부산광역시 금정구 서동 76,35.22160446,129.1079707
늘푸른고등학교,고등학교,경기도 성남시 분당구 정자동 6-3,37.37309448,127.1049217
능길초등학교,초등학교,경기도 안산시 단원구 신길동 1417-22,37.33583434,126.7640991
대구성동초등학교,초등학교,대구광역시 수성구 황금동 373,35.84171261,128.6325035
대구황금초등학교,초등학교,대구광역시 수성구 황금동 820,35.84380623,128.6184533
대구삼육초등학교,초등학교,대구광역시 수성구 중동 410-1,35.8399465,128.6106654
대구달성초등학교,초등학교,대구광역시 서구 원대동1가 12,35.88264184,128.5793597
금상초등학교,초등학교,경기도 성남시 중원구 금광동 1645,37.44317666,127.1661658
대원초등학교,초등학교,경기도 성남시 중원구 상대원동 4251,37.43664957,127.1555256
김해영운고등학교,고등학교,경상남도 김해시 삼방동 755,35.25422552,128.9057183
김해경원고등학교,고등학교,경상남도 김해시 외동 1249-1,35.23220184,128.8609959
김해중앙여자고등학교,고등학교,경상남도 김해시 동상동 715-2,35.23316584,128.8879969
김해대청고등학교,고등학교,경상남도 김해시 대청동 320-4,35.18784143,128.8003501
김해삼문고등학교,고등학교,경상남도 김해시 삼문동 67-6,35.19841327,128.7967846
김해율하고등학교,고등학교,경상남도 김해시 율하동 1292,35.17410353,128.8074979
김천여자고등학교,고등학교,경상북도 김천시 모암동 100-1,36.12674885,128.1224685
대구가톨릭대학교사범대학부속무학중학교,중학교,경상북도 경산시 하양읍 도리리 76,35.91966554,128.8168367
나주중학교,중학교,전라남도 나주시 죽림동 109,35.03049649,126.7221918
금성중학교,중학교,전라남도 나주시 대호동 899-1,35.03825369,126.7124487
남평중학교,중학교,전라남도 나주시 남평읍 동사리 165,35.044653,126.8469305
노안중학교,중학교,전라남도 나주시 노안면 금동리 59-8,35.07318724,126.7343555
기민중학교,중학교,충청남도 논산시 관촉동 320-1,36.19595248,127.1078291
노성중학교,중학교,충청남도 논산시 노성면 교촌리 62,36.27715033,127.1337801
논산대건고등학교,고등학교,충청남도 논산시 등화동 5,36.18351476,127.0773601
논산대건중학교,중학교,충청남도 논산시 등화동 5,36.1837198,127.0774355
대구반야월초등학교,초등학교,대구광역시 동구 서호동 25-1,35.86927305,128.711225
대구송정초등학교,초등학교,대구광역시 동구 괴전동 169,35.87049976,128.7337374
대구공산초등학교,초등학교,대구광역시 동구 백안동 649,35.95679999,128.6895975
나주봉황중학교,중학교,전라남도 나주시 봉황면 죽석리 677,34.95462468,126.7773386
나주공산중학교,중학교,전라남도 나주시 공산면 금곡리 844,34.94257548,126.610335
나주동강중학교,중학교,전라남도 나주시 동강면 인동리 759-2,34.93906181,126.559516
나주반남중학교,중학교,전라남도 나주시 반남면 흥덕리 22-15,34.90143439,126.6520016
금사초등학교,초등학교,부산광역시 금정구 서동 41-3,35.21939638,129.1092759
대구방촌초등학교,초등학교,대구광역시 동구 방촌동 1072-6,35.88064626,128.6627762
대구신성초등학교,초등학교,대구광역시 동구 신암동 134-87,35.89067038,128.6298189
대구덕성초등학교,초등학교,대구광역시 동구 신암동 279-1,35.88194823,128.6283301
대구동부초등학교,초등학교,대구광역시 동구 신암동 672-1,35.88832573,128.6204334
대구효신초등학교,초등학교,대구광역시 동구 신천동 490,35.87259457,128.6321191
대구안일초등학교,초등학교,대구광역시 동구 율하동 254-1,35.87150223,128.6949974
대구중앙초등학교,초등학교,대구광역시 수성구 만촌동 1425,35.87022243,128.6404325
대구만촌초등학교,초등학교,대구광역시 수성구 만촌동 980,35.8673027,128.6476923
남수원초등학교,초등학교,경기도 수원시 권선구 세류동 1130,37.24960187,127.0163009
내산초등학교,초등학교,부산광역시 동래구 온천동 700-1,35.20719446,129.0764941
달북초등학교,초등학교,부산광역시 동래구 온천동 1602,35.20341026,129.0601755
금빛초등학교,초등학교,부산광역시 금정구 장전동 714,35.2277745,129.0802741
금양초등학교,초등학교,부산광역시 금정구 부곡동 63-27,35.24111455,129.0920128
금샘초등학교,초등학교,부산광역시 금정구 남산동 553-2,35.26880173,129.0839928
금성초등학교,초등학교,부산광역시 금정구 금성동 609,35.25063811,129.0579854
다대초등학교,초등학교,부산광역시 사하구 다대동 270,35.05983251,128.9755633
다선초등학교,초등학교,부산광역시 사하구 다대동 3,35.06340491,128.9855261
늘봄초등학교,초등학교,세종특별자치시 도담동 688,36.51396752,127.2550072
대원중학교,중학교,경기도 성남시 중원구 금광동 2422,37.44669767,127.1722749
녹산초등학교,초등학교,부산광역시 강서구 지사동 1184-2,35.15137777,128.8371146
김해고등학교,고등학교,경상남도 김해시 삼정동 267-34,35.23058996,128.8965149
김해제일고등학교,고등학교,경상남도 김해시 외동 770,35.23938349,128.8531722
다산고등학교,고등학교,경기도 이천시 사음동 150-6,37.29089081,127.428919
금오초등학교,초등학교,경기도 의정부시 금오동 234-47,37.75588357,127.0659965
대구율하초등학교,초등학교,대구광역시 동구 율하동 950,35.86804824,128.7014217
남창초등학교,초등학교,경기도 수원시 팔달구 남창동 126,37.27831918,127.0142292
다빛초등학교,초등학교,세종특별자치시 종촌동 687,36.50036981,127.2440025
대구동인초등학교,초등학교,대구광역시 중구 동인동4가 388,35.86791164,128.6101451
대구율금초등학교,초등학교,대구광역시 동구 율하동 1403,35.86196084,128.6919857
대구신천초등학교,초등학교,대구광역시 동구 신천동 185-1,35.87162754,128.6207326
대구해안초등학교,초등학교,대구광역시 동구 부동 643-1,35.89611982,128.6828495
대구해서초등학교,초등학교,대구광역시 동구 봉무동 1571,35.91804263,128.6427978
대전과학고등학교,고등학교,대전광역시 유성구 구성동 19-2,36.37367494,127.370979
대구체육중학교,중학교,대구광역시 북구 동호동 463-2,35.95845195,128.5583913
대구현풍초등학교,초등학교,대구광역시 달성군 현풍면 상리 539-1,35.69793987,128.447153
내성고등학교,고등학교,부산광역시 금정구 부곡동 812-13,35.22087982,129.0929177
금정여자고등학교,고등학교,부산광역시 금정구 서동 461-2,35.22010619,129.100733
남산고등학교,고등학교,부산광역시 금정구 남산동 982,35.26761354,129.0853462
남호초등학교,초등학교,강원도 동해시 평릉동 443,37.53420161,129.1129792
남수원중학교,중학교,경기도 수원시 권선구 권선동 1244,37.25183319,127.0332113
단양중학교,중학교,충청북도 단양군 단양읍 도전리 222,36.98002113,128.366725
금산여자중학교,중학교,충청남도 금산군 금산읍 아인리 26,36.10558002,127.4827762
금산동중학교,중학교,충청남도 금산군 금산읍 아인리 134-2,36.10597099,127.4803583
금창초등학교,초등학교,부산광역시 북구 금곡동 56-2,35.26558732,129.019856
단성중학교,중학교,충청북도 단양군 단성면 상방리 79-1,36.93526485,128.3217518
대성중학교,중학교,경상남도 창녕군 대합면 등지리 651-7,35.60059199,128.4610712
노화중학교넙도분교장,중학교,전라남도 완도군 노화읍 내리 488-1,34.18833499,126.5040375
금일중학교생일분교장,중학교,전라남도 완도군 생일면 유서리 626,34.33495193,126.9902696
대전갑천중학교,중학교,대전광역시 서구 월평동 306,36.36147566,127.3691623
금천중학교,중학교,충청북도 청주시 상당구 금천동 326,36.63160252,127.5115262
남성중학교,중학교,충청북도 청주시 서원구 분평동 219-15,36.60907229,127.4843661
당동중학교,중학교,경기도 군포시 당동 982-2,37.34526703,126.9373685
당정중학교,중학교,경기도 군포시 당정동 566,37.34846368,126.958725
금정중학교,중학교,경기도 군포시 금정동 870-5,37.35703724,126.9387932
금산중학교,중학교,충청남도 금산군 금산읍 중도리 166,36.10682754,127.495384
달서중학교,중학교,대구광역시 달성군 하빈면 감문리 815,35.88573923,128.4227273
금장초등학교,초등학교,경상북도 경주시 현곡면 금장리 339,35.87377463,129.2048323
낙안초등학교,초등학교,전라남도 순천시 낙안면 성북리 312,34.90892754,127.3423422
금서초등학교,초등학교,경상남도 산청군 금서면 화계리 671,35.46073126,127.7926941
단성초등학교,초등학교,경상남도 산청군 단성면 성내리 596-2,35.29719782,127.9561225
단계초등학교,초등학교,경상남도 산청군 신등면 단계리 663,35.37876154,128.010256
남한중학교,중학교,경기도 하남시 신장동 367-5,37.54244501,127.2091082
대덕중학교,중학교,전라남도 장흥군 대덕읍 연정리 197,34.49953305,126.8965977
대잠초등학교,초등학교,경상북도 포항시 북구 죽도동 652-1,36.01980774,129.3537383
다인중학교,중학교,경상북도 의성군 다인면 도암리 283,36.45296173,128.3553769
대구동중학교,중학교,대구광역시 수성구 수성동2가 119-4,35.85817242,128.6161227
대구세현초등학교,초등학교,대구광역시 달성군 구지면 창리 1446,35.66026784,128.4179428
노변중학교,중학교,대구광역시 수성구 노변동 569,35.83864233,128.694501
대구동부중학교,중학교,대구광역시 수성구 만촌동 645-1,35.87260807,128.6443582
대보초등학교,초등학교,경상북도 포항시 남구 호미곶면 구만리 123,36.0782949,129.5572291
남성초등학교,초등학교,경상북도 포항시 남구 대송면 송동리 795,35.97010242,129.3595815
대송초등학교,초등학교,경상북도 포항시 남구 대송면 제내리 974,35.98425607,129.362628
기계초등학교,초등학교,경상북도 포항시 북구 기계면 현내리 842-2,36.07212963,129.2035901
금성초등학교,초등학교,경상북도 의성군 금성면 대리리 175-1,36.26297662,128.6792618
대경중학교,중학교,서울특별시 중구 신당동 333-579,37.55640804,127.0170862
난곡중학교,중학교,서울특별시 금천구 독산동 906-41,37.47765019,126.9106486
대륜중학교,중학교,대구광역시 수성구 만촌동 산 241,35.85279447,128.6557394
낙동중학교,중학교,부산광역시 강서구 대저1동 1491-7,35.21579418,128.9657423
금성중학교,중학교,부산광역시 동구 좌천동 747-2,35.13476558,129.051614
대성여자중학교,중학교,광주광역시 남구 진월동 산 218-1,35.11896633,126.8937562
대구강림초등학교,초등학교,대구광역시 달성군 옥포면 강림리 1106,35.78148999,128.4366749
노형초등학교,초등학교,제주특별자치도 제주시 노형동 2610-1,33.48475074,126.476155
남원초등학교,초등학교,제주특별자치도 서귀포시 남원읍 남원리 1344,33.2788535,126.7157299
대구교육대학교안동부설초등학교,초등학교,경상북도 안동시 명륜동 산156-5 산156-5,36.56959146,128.728451
논산부창초등학교,초등학교,충청남도 논산시 부창동 31,36.19989556,127.0842821
논곡중학교,중학교,인천광역시 남동구 논현동 553-21,37.4145889,126.7120866
낙동동부초등학교,초등학교,경상북도 상주시 낙동면 낙동리 278,36.36403842,128.3008105
낙동초등학교,초등학교,경상북도 상주시 낙동면 내곡리 63,36.37597408,128.2474615
대원국제중학교,중학교,서울특별시 광진구 중곡동 176-124,37.56385379,127.0894181
단성고등학교,고등학교,경상남도 산청군 단성면 강누리 364-1,35.30619988,127.9654477
남주고등학교,고등학교,제주특별자치도 서귀포시 동홍동 1907,33.27586542,126.5645061
담양고등학교,고등학교,전라남도 담양군 담양읍 천변리 232,35.3141401,126.9808055
녹동고등학교,고등학교,전라남도 고흥군 도양읍 용정리 1318,34.53794784,127.1420434
금반초등학교,초등학교,경상남도 함양군 휴천면 금반리 92,35.47725517,127.7367901
대건고등학교,고등학교,대구광역시 달서구 월성동 247,35.83395193,128.5288747
대산초등학교,초등학교,경상남도 창원시 의창구 대산면 가술리 150,35.33984043,128.7097606
녹동초등학교소록도분교장,초등학교,전라남도 고흥군 도양읍 소록리 20,34.51618651,127.1319412
대영고등학교,고등학교,경상북도 영주시 휴천동 1770,36.80897596,128.6322184
대구고등학교,고등학교,대구광역시 남구 대명동 187,35.84881664,128.5887953
대전고등학교,고등학교,대전광역시 중구 대흥동 320-2,36.32205955,127.4242786
대성고등학교,고등학교,대전광역시 중구 목동 95-1,36.33236448,127.407116
길원여자고등학교,고등학교,경상북도 안동시 안막동 73-1,36.57936511,128.7350351
달전초등학교,초등학교,경상북도 포항시 북구 흥해읍 이인리 286,36.06324042,129.3347301
금오고등학교,고등학교,경상북도 구미시 광평동 299-3,36.10838252,128.3551903
농암초등학교청화분교장,초등학교,경상북도 문경시 농암면 화산리 190,36.57268056,127.9873795
금당중학교,중학교,광주광역시 남구 주월동 536-3,35.13026036,126.8887515
담주초등학교,초등학교,전라남도 담양군 담양읍 강쟁리 118,35.30036547,126.9763381
금성초등학교,초등학교,전라남도 담양군 금성면 석현리 124,35.34451865,127.0248581
대아고등학교,고등학교,경상남도 진주시 이현동 316,35.18931442,128.0575711
금산중학교,중학교,전라남도 고흥군 금산면 대흥리 320,34.4648644,127.1278605
금정초등학교,초등학교,부산광역시 금정구 장전동 348-1,35.22771709,129.0841932
남문초등학교,초등학교,부산광역시 연제구 거제동 1474,35.19421004,129.0696067
대덕고등학교,고등학교,대전광역시 유성구 도룡동 384,36.38708505,127.3805468
능주중학교,중학교,전라남도 화순군 능주면 잠정리 106,34.98498084,126.9578972
남주중학교,중학교,제주특별자치도 서귀포시 동홍동 1907,33.2757688,126.5645066
능주고등학교,고등학교,전라남도 화순군 능주면 잠정리 106,34.986092,126.9581788
대소중학교,중학교,충청북도 음성군 대소면 삼정리 613-7,36.96320017,127.4899453
대전구봉중학교,중학교,대전광역시 서구 관저동 1132,36.30024174,127.3293358
대전관저중학교,중학교,대전광역시 서구 관저동 993,36.30529637,127.3398817
대전괴정중학교,중학교,대전광역시 서구 괴정동 120,36.33983728,127.3795377
단성중학교,중학교,경상남도 산청군 단성면 강누리 41-1,35.30639183,127.9648658
나전중학교,중학교,강원도 정선군 북평면 남평리 571,37.44150012,128.6642001
남원하늘중학교,중학교,전라북도 남원시 하정동 36-4,35.40838112,127.3804717
남원한빛중학교,중학교,전라북도 남원시 월락동 428,35.42319846,127.4017039
남원용성중학교,중학교,전라북도 남원시 도통동 237,35.42040879,127.3923171
남원중학교,중학교,전라북도 남원시 향교동 640,35.42041816,127.3786391
금지중학교,중학교,전라북도 남원시 금지면 옹정리 589-1,35.34944928,127.3011113
대강중학교,중학교,전라북도 남원시 대강면 방동리 500-1,35.34180149,127.2148851
