가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수수량,가로수길길이,제공기관명
가야2,35.281441,128.419192,35.266404,128.422685,214,1.5,경상남도 함안군
가야3,35.273743,128.396416,35.276498,128.364708,638,3.4,경상남도 함안군
가야4,35.279949,128.402816,35.275231,128.398747,142,1,경상남도 함안군
가야5,35.277894,128.404342,35.283571,128.402759,100,0.7,경상남도 함안군
가야6,35.287513,128.397741,35.286209,128.400991,189,0.5,경상남도 함안군
가야7,35.261444,128.366862,35.258721,128.381783,228,1.6,경상남도 함안군
가야8,35.279313,128.396973,35.281958,128.392982,256,0.76,경상남도 함안군
가야9,35.290745,128.399861,35.293077,128.368498,307,3.5,경상남도 함안군
가야10,35.268515,128.412105,35.256537,128.409604,296,1.4,경상남도 함안군
가야11,35.257752,128.385153,35.248901,128.394807,79,1.3,경상남도 함안군
가야12,35.273333,128.408009,35.275601,128.416643,8446,0.8,경상남도 함안군
가야13,35.269124,128.412094,35.279163,128.406142,120,1.2,경상남도 함안군
가야14,35.256866,128.423461,35.268576,128.412436,342,1.2,경상남도 함안군
군북1,35.277096,128.359688,35.273778,128.348758,285,1,경상남도 함안군
군북2,35.266728,128.341814,35.275019,128.331033,350,1.1,경상남도 함안군
군북3,35.277488,128.324864,35.306258,128.297226,548,1,경상남도 함안군
군북4,35.225045,128.328265,35.210321,128.331594,340,2.1,경상남도 함안군
군북5,35.261695,128.344106,35.227813,128.320463,131,3.7,경상남도 함안군
군북6,35.271173,128.343161,35.290511,128.338968,400,2.3,경상남도 함안군
군북7,35.304266,128.303681,35.319276,128.315855,210,1.8,경상남도 함안군
군북9,35.292858,128.361741,35.297164,128.346642,50,1.4,경상남도 함안군
군북10,35.278408,128.330321,35.282378,128.331612,62,0.5,경상남도 함안군
군북11,35.304275,128.303616,35.308096,128.297409,100,0.6,경상남도 함안군
대산1,35.328808,128.448723,35.333587,128.450488,171,0.6,경상남도 함안군
대산2,35.348781,128.434562,35.364422,128.467778,150,3.9,경상남도 함안군
대산3,35.355311,128.421838,35.342077,128.445833,650,2.7,경상남도 함안군
대산4,35.320087,128.419163,35.326043,128.429856,190,2.4,경상남도 함안군
대산5,35.201724,128.265326,35.184033,128.294177,382,6.5,경상남도 함안군
아나지로,37.525686,126.759603,37.525187,126.695784,916,2250,인천광역시 계양구
아나지로 213번길,37.527825,126.715424,37.525411,126.715471,37,4950,인천광역시 계양구
효서로(효성동),37.525332,126.695791,37.527623,126.750887,615,5600,인천광역시 계양구
새풀로(효성동),37.526375,126.698906,37.523833,126.700258,19,8100,인천광역시 계양구
마장로(효성동),37.529428,126.705372,37.524151,126.704943,75,7400,인천광역시 계양구
안남로(효성동),37.523818,126.710612,37.537754,126.712055,189,4200,인천광역시 계양구
새벌로(효성동),37.523981,126.716357,37.534134,126.717414,159,4250,인천광역시 계양구
길마로(효성동),37.533838,126.707448,37.533756,126.717412,105,2300,인천광역시 계양구
봉오대로,37.523807,126.691332,37.531121,126.751794,1778,20000,인천광역시 계양구
계양대로,37.523896,126.722112,37.543427,126.722628,209,200,인천광역시 계양구
경명대로,37.546159,126.709013,37.540399,126.760861,607,620,인천광역시 계양구
계산1로,37.536771,126.734152,37.543513,126.718807,72,500,인천광역시 계양구
계산2로,37.537747,126.719727,37.536397,126.720344,12,200,인천광역시 계양구
계산3로,37.537668,126.720384,37.536402,126.720968,89,2800,인천광역시 계양구
계양산로,37.543856,126.718844,37.547511,126.740544,229,500,인천광역시 계양구
주부토로,37.524177,126.729619,37.547524,126.728798,367,400,인천광역시 계양구
장제로,37.524091,126.732891,37.591608,126.725422,1360,5950,인천광역시 계양구
드림로,37.579581,126.704813,37.586517,126.770074,926,900,인천광역시 계양구
벌말로,37.557185,126.769076,37.583906,126.782089,437,2100,인천광역시 계양구
계산새로,37.537296,126.728116,37.538104,126.744073,189,3800,인천광역시 계양구
오조산공원로,37.539817,126.738952,37.540076,126.735164,56,10000,인천광역시 계양구
오조산로,37.530679,126.738087,37.542634,126.739361,247,1000,인천광역시 계양구
오조산로 57번길,37.536126,126.736671,37.535956,126.738593,26,700,인천광역시 계양구
계양문화로,37.533991,126.736361,37.541316,126.739147,219,700,인천광역시 계양구
계양문화로 59번길,37.536171,126.735174,37.536109,126.736506,17,986,인천광역시 계양구
도두리로 6번길,37.530988,126.734596,37.533969,126.734881,50,680,인천광역시 계양구
계양문화로 29번길,37.533452,126.734885,37.533375,126.736225,9,4200,인천광역시 계양구
장제로 730번길,37.532964,126.733985,37.532834,126.736148,15,170,인천광역시 계양구
계양문화로 17번길,37.532351,126.734766,37.532259,126.736105,7,105,인천광역시 계양구
계양문화로 7번길,37.531432,126.734679,37.531328,126.735985,10,109,인천광역시 계양구
오조산로 21번길,37.532815,126.736261,37.532691,126.738269,30,158,인천광역시 계양구
오조산로 7번길,37.531344,126.736123,37.531372,126.738131,50,294,인천광역시 계양구
계양문화로 17번과 7번사이길,37.532261,126.735402,37.531434,126.735327,10,86,인천광역시 계양구
한림병원옆길,37.531961,126.733909,37.531931,126.734608,11,52,인천광역시 계양구
장제로 772번길,37.536728,126.734499,37.536608,126.736566,21,172,인천광역시 계양구
계양문화로 53번길,37.535673,126.735141,37.535589,126.736447,21,105,인천광역시 계양구
장제로 756번길,37.535196,126.734218,37.535075,126.736381,32,175,인천광역시 계양구
장제로 772번과 756번사이길,37.536665,126.735129,37.535199,126.735004,26,152,인천광역시 계양구
오조산로 45번길,37.535043,126.736504,37.534936,126.738483,21,157,인천광역시 계양구
오조산로 57번과 도두리로 사이길,37.533954,126.737362,37.535968,126.737581,31,223,인천광역시 계양구
계산새로 65번길,37.538111,126.735361,37.539981,126.735575,31,183,인천광역시 계양구
오조산로 89번길,37.538966,126.736947,37.538966,126.736947,46,292,인천광역시 계양구
계산새로 87번길,37.539841,126.737961,37.537939,126.737793,26,186,인천광역시 계양구
그랜드마트계양점뒷길,37.533999,126.734903,37.530972,126.734566,25,210,인천광역시 계양구
도두리로,37.534102,126.734119,37.533473,126.743157,129,768,인천광역시 계양구
용종로,37.533737,126.741181,37.546269,126.742455,317,1380,인천광역시 계양구
동양로(동양택지),37.556343,126.745698,37.556559,126.769002,259,2160,인천광역시 계양구
양지로(동양동~귤현동),37.557669,126.755901,37.567083,126.744538,120,580,인천광역시 계양구
당미길(동양택지),37.557576,126.752997,37.562881,126.762424,32,321,인천광역시 계양구
순평길(동양택지),37.558717,126.753122,37.563624,126.757397,104,1106,인천광역시 계양구
보행자전용도로(동양택지),37.563736,126.753122,37.559841,126.752871,86,680,인천광역시 계양구
둥그재산길(동양동),37.562511,126.756991,37.560886,126.761429,12,213,인천광역시 계양구
귤현길,37.566625,126.747791,37.570808,126.744685,120,980,인천광역시 계양구
만봉길(귤현동),37.571581,126.739472,37.563898,126.742549,18,112,인천광역시 계양구
방축로,37.570043,126.709466,37.550277,126.742491,646,3730,인천광역시 계양구
장기로(장기지구),37.579366,126.734284,37.576514,126.736057,155,326,인천광역시 계양구
장기로 22번길,37.578283,126.735035,37.579303,126.737564,22,1860,인천광역시 계양구
황어로(장기동),37.576112,126.721644,37.584567,126.747594,126,1860,인천광역시 계양구
서부간선로,37.544514,126.744991,37.559203,126.745867,1680,3200,인천광역시 계양구
병방로,37.547437,126.740732,37.545957,126.745331,61,430,인천광역시 계양구
은행나무길,30.064286,127.742307,35.114643,127.903101,7700,27,경상남도 하동군
하동 진입 왕벚나무길,35.189099,127.622105,34.947909,127.872097,11362,44,경상남도 하동군
황토재길,35.109518,127.819604,35.217861,127.828464,5585,46,경상남도 하동군
노량 해안도로길,34.947909,127.872097,35.039903,127.916696,2551,15,경상남도 하동군
악양 평사리길,35.143381,127.681803,35.188839,127.718625,6037,46,경상남도 하동군
지방도1005호선,35.114775,127.902857,35.246117,127.891145,8714,23,경상남도 하동군
화개십리벚꽃길,35.189076,127.622245,35.289726,127.644884,2260,26,경상남도 하동군
화개산복도로길,35.186772,127.624853,35.230604,127.643136,790,3,경상남도 하동군
회남재길,35.174369,127.714286,35.207776,127.719782,905,19,경상남도 하동군
가로공원로,37.534898,126.821887,37.538556,126.842439,181,1.46,서울특별시 양천구
곰달래로,37.529641,126.83252,37.530002,126.838253,64,0.5,서울특별시 양천구
공항대로,37.55119,126.864423,37.547574,126.879943,210,1.46,서울특별시 양천구
남부순환로,37.541386,126.824386,37.505658,126.844449,1195,4.34,서울특별시 양천구
등촌로,37.55111,126.864373,37.529971,126.863899,269,2.37,서울특별시 양천구
목동로,37.529613,126.863947,37.507395,126.874613,396,2.45,서울특별시 양천구
목동동로,37.513625,126.855862,37.537686,126.886515,1226,4.46,서울특별시 양천구
목동서로,37.514704,126.858949,37.539085,126.885671,1219,4.25,서울특별시 양천구
목동중앙로,37.530374,126.867426,37.544883,126.882739,473,2.2,서울특별시 양천구
목동중앙서로,37.53237,126.863732,37.533081,126.869677,89,0.5,서울특별시 양천구
신월로,37.513521,126.824315,37.522478,126.865391,777,3.6,서울특별시 양천구
신정로,37.506403,126.830621,37.513627,126.85585,322,1.52,서울특별시 양천구
안양천로,37.547577,126.879991,37.505386,126.870987,957,6.97,서울특별시 양천구
오목로,37.520964,126.837695,37.524021,126.878859,700,3.65,서울특별시 양천구
중앙로,37.509874,126.85814,37.506721,126.860084,443,2.5,서울특별시 양천구
화곡로,37.539149,126.821796,37.539806,126.833739,347,0.97,서울특별시 양천구
곰달래로5길,37.535863,126.829227,37.529807,126.834774,84,0.87,서울특별시 양천구
곰달래로6길,37.529794,126.834785,37.526088,126.837153,18,0.44,서울특별시 양천구
남부순환로72길,37.519615,126.835892,37.520958,126.837678,41,0.2,서울특별시 양천구
남부순환로88길,37.51056,126.836458,37.512159,126.841424,67,0.44,서울특별시 양천구
목동남로,37.506707,126.860051,37.511165,126.87116,209,1.11,서울특별시 양천구
목동남로4길,37.508657,126.864298,37.511087,126.869674,47,0.8,서울특별시 양천구
목동로3길,37.509891,126.858113,37.514009,126.869708,286,1.08,서울특별시 양천구
목동로8길,37.522464,126.865415,37.523945,126.868554,76,0.3,서울특별시 양천구
목동동로1길,37.518814,126.85591,37.514206,126.857474,113,0.49,서울특별시 양천구
목동동로2길,37.514206,126.857474,37.507676,126.86245,140,0.82,서울특별시 양천구
목동동로4길,37.515041,126.862374,37.512016,126.864014,78,0.34,서울특별시 양천구
목동동로6길,37.516286,126.86601,37.513284,126.867625,77,0.34,서울특별시 양천구
목동동로8길,37.518501,126.869941,37.513222,126.875499,147,0.75,서울특별시 양천구
목동동로10길,37.518501,126.869941,37.519724,126.872495,11,0.25,서울특별시 양천구
목동동로16길,37.535339,126.879782,37.53199,126.880796,81,0.37,서울특별시 양천구
목동동로18길,37.536421,126.8829,37.531902,126.883575,130,0.49,서울특별시 양천구
목동서로2길,37.542211,126.879948,37.538263,126.883143,148,0.55,서울특별시 양천구
목동서로4길,37.539856,126.875022,37.537139,126.880011,144,0.52,서울특별시 양천구
목동서로6길,37.536548,126.87149,37.53551,126.876473,118,0.46,서울특별시 양천구
목동서로8길,37.53308,126.869677,37.532845,126.875406,136,0.49,서울특별시 양천구
목동서로10길,37.522213,126.86278,37.517759,126.865228,111,0.53,서울특별시 양천구
목동서로12길,37.519604,126.859901,37.516484,126.861586,80,0.35,서울특별시 양천구
목동중앙본로,37.547001,126.872409,37.537511,126.872605,33,1.3,서울특별시 양천구
신목로,37.525602,126.876917,37.517331,126.877136,195,1.24,서울특별시 양천구
신목로7길,37.519801,126.870408,37.520214,126.872812,23,0.14,서울특별시 양천구
신월로20길,37.520018,126.844404,37.516941,126.848479,6,0.5,서울특별시 양천구
신월로27길,37.521083,126.843739,37.522455,126.84759,46,0.41,서울특별시 양천구
신정로5길,37.509408,126.837149,37.50663,126.836822,45,0.43,서울특별시 양천구
신정로7길,37.515131,126.833245,37.507028,126.838261,141,0.98,서울특별시 양천구
신정로11길,37.513572,126.836547,37.508716,126.841684,62,0.67,서울특별시 양천구
신정로13길,37.514517,126.841438,37.509464,126.84383,53,0.6,서울특별시 양천구
신정중앙로,37.528045,126.851634,37.526057,126.864276,198,1.09,서울특별시 양천구
오목로3길,37.525745,126.837407,37.521498,126.84002,84,0.51,서울특별시 양천구
오목로4길,37.521498,126.84002,37.521081,126.843729,28,0.36,서울특별시 양천구
오목로52길,37.525472,126.867871,37.523455,126.869267,54,0.35,서울특별시 양천구
월정로,37.54528,126.828987,37.520019,126.844405,31,1.28,서울특별시 양천구
월정로7길,37.523441,126.838848,37.524524,126.841638,3,0.26,서울특별시 양천구
월정로9길,37.524384,126.838189,37.525514,126.841041,23,0.26,서울특별시 양천구
은행정로17길,37.527365,126.84991,37.526448,126.858913,6,0.8,서울특별시 양천구
중앙로14길,37.506003,126.860477,37.508304,126.864155,31,0.16,서울특별시 양천구
중앙로21길,37.512823,126.853519,37.51505,126.855172,56,0.34,서울특별시 양천구
중앙로32길,37.51819,126.853762,37.521129,126.862962,190,0.86,서울특별시 양천구
지양로,37.521816,126.825533,37.516672,126.838259,233,1.67,서울특별시 양천구
화곡로4길,37.539325,126.826915,37.536041,126.829116,73,0.38,서울특별시 양천구
신정이펜1로,37.516316,126.827701,37.511907,126.835679,161,1.1,서울특별시 양천구
신정이펜2로,37.516285,126.832004,37.511104,126.832847,212,0.61,서울특별시 양천구
안골로 20번길,37.597096,127.133081,37.593721,127.134315,70,0.8,경기도 구리시
경춘로,37.601593,127.115582,37.603769,127.148219,679,6.1,경기도 구리시
장자대로1번길,37.587715,127.130608,37.591698,127.131761,30,0.45,경기도 구리시
"한다리길, 한다리길4번길",37.581471,127.128897,37.583515,127.123221,39,0.31,경기도 구리시
아차산로487번길,37.598295,127.130023,37.597972,127.128393,14,0.2,경기도 구리시
아차산로,37.569226,127.119391,37.600411,127.130592,1292,11.58,경기도 구리시
안골로,37.597096,127.131011,37.597776,127.143413,111,2.28,경기도 구리시
"아차산로432번길, 체육관로113번길",37.593432,127.131386,37.594775,127.137265,98,1.1,경기도 구리시
