상권명,시도명,시군구명,상권좌표수,좌표(경위도)_wgs84
선릉역_3,서울특별시,강남구,16,"127.048981957572,37.5068452378888|127.050125811031,37.5067282805888|127.051945952753,37.5067969453424|127.052273017813,37.5068716505948|127.05272579723,37.5059471896255|127.052670387307,37.5058566403022|127.049233819475,37.5048198869517|127.049007293657,37.5048450977696|127.048647347679,37.5055810693455|127.048577208447,37.5057607163996|127.048438185086,37.5060209043306|127.048196119763,37.506379379157|127.047784410227,37.506736487997|127.047328487709,37.5070121443027|127.047395773079,37.5070577389428|127.048981957572,37.5068452378888"
선릉역_4,서울특별시,강남구,24,"127.056048973984,37.5043158103766|127.056121585763,37.5039379460255|127.055693427802,37.5038083811263|127.055531134563,37.5041224552868|127.055058080522,37.5039654979417|127.055336186069,37.5034360957358|127.054998163901,37.5033342797669|127.054708860762,37.5038545811325|127.054021960434,37.5036148155736|127.053891177746,37.5023252588424|127.053624943038,37.5028096998482|127.053242145046,37.5026714783997|127.052498602541,37.5024402612584|127.05273091685,37.501955551186|127.052325393726,37.5018261553749|127.052604305888,37.5012336919713|127.051039008881,37.5006985331692|127.050902395184,37.5007695217561|127.049285787279,37.5042886815893|127.049352501068,37.5043793233351|127.056427908072,37.5065624637458|127.056575610363,37.5065095784234|127.057502309,37.5047689160242|127.056048973984,37.5043158103766"
선정릉역_1,서울특별시,강남구,9,"127.044448220201,37.5093676983254|127.04434666101,37.5093488567777|127.044076667655,37.510121582374|127.044143609574,37.5101942077163|127.049541696006,37.5117694984612|127.050091769911,37.5112062524581|127.046068251181,37.510056565231|127.045955609692,37.51001961459|127.044448220201,37.5093676983254"
선정릉역_2,서울특별시,강남구,16,"127.048305228083,37.513831982549|127.048654593539,37.5130418648921|127.049026695632,37.5131349625016|127.049213825469,37.5126498972514|127.049890051839,37.5128445523257|127.049980991076,37.5128092405485|127.050224779459,37.5123156181195|127.043936702344,37.5104538414489|127.043199595359,37.5123761381828|127.046445859249,37.5132763751836|127.046922057474,37.5122980635847|127.047643172805,37.512520124805|127.047782554345,37.5122329094164|127.048548913008,37.5124553293236|127.047967055038,37.5137391557496|127.048305228083,37.513831982549"
수서역,서울특별시,강남구,9,"127.10364357846,37.4881245043371|127.104284573429,37.48652546763|127.102904416721,37.4865780863655|127.102150322085,37.4872301421367|127.101099866402,37.4880781755219|127.10125719182,37.4881604661746|127.104525113082,37.489113336624|127.104826823922,37.4884668549179|127.10364357846,37.4881245043371"
신사동가로수길_1,서울특별시,강남구,10,"127.025132500836,37.5186801505187|127.022622898989,37.5176772919949|127.022392335675,37.5180087757881|127.022718596803,37.5181466298748|127.021787070908,37.5236533652145|127.023102119735,37.5243129916794|127.023465583761,37.5215948179699|127.024339911237,37.520475719062|127.024922928749,37.5191379595587|127.025132500836,37.5186801505187"
신사역_1,서울특별시,서초구,10,"127.017648765912,37.5174288413358|127.017889597873,37.5171785468254|127.018270515754,37.5174610352929|127.018812029087,37.5175736550534|127.019238300512,37.516117486215|127.016377291592,37.5151836652612|127.015700308396,37.5150518860734|127.016059619644,37.5161181170908|127.017018991384,37.5180092926222|127.017648765912,37.5174288413358"
신사역_2,서울특별시,강남구,22,"127.027970559413,37.5187846034632|127.028423828414,37.517851233132|127.028096974276,37.5177584425037|127.027689530301,37.5186471356786|127.026429691044,37.5180961407776|127.026545723943,37.5178718327265|127.024857728136,37.5171911491397|127.024685604746,37.5173789509275|127.022829264748,37.5165977344058|127.023243257247,37.5160785435673|127.02224094077,37.5157368726209|127.022345319499,37.5155395038946|127.021444222874,37.5152437154538|127.021304852718,37.5155218885659|127.02066225949,37.5153543802256|127.021122765402,37.5138714556373|127.020524605277,37.5137673879878|127.019839301565,37.5160053314514|127.027883794233,37.5193695743811|127.028076903182,37.5193080877482|127.028252056262,37.5188860323292|127.027970559413,37.5187846034632"
"압구정,로데오거리_1",서울특별시,강남구,11,"127.046904572557,37.5243630325198|127.039415725584,37.5234374364593|127.039335388327,37.5235268891978|127.040766570616,37.5275031351982|127.040878429193,37.5276031581058|127.04532798603,37.5264587802632|127.045680505021,37.5263174568503|127.045999887534,37.5261127914158|127.046298247083,37.525781808217|127.047038715803,37.5244902608262|127.046904572557,37.5243630325198"
"압구정,로데오거리_2",서울특별시,강남구,22,"127.038873559939,37.5233699581971|127.034152999201,37.5218447666727|127.033948808738,37.5218881516486|127.033693221467,37.522408674068|127.035630625715,37.5230642342221|127.035351031855,37.5236926906848|127.036511537525,37.5240625712014|127.035870387475,37.52553507172|127.035965482813,37.5260584569906|127.034739925472,37.5263458079566|127.034924702087,37.5269329994825|127.03376711767,37.5272118843342|127.033960126495,37.5289164482066|127.034139506535,37.5290440604964|127.034988660571,37.5289969293011|127.035827311538,37.5288866327665|127.036928119789,37.528625286601|127.03830158018,37.5282760423564|127.040412999808,37.5277255299653|127.040483064978,37.5275548985628|127.03904162348,37.5234974711659|127.038873559939,37.5233699581971"
압구정역,서울특별시,강남구,26,"127.0335644121,37.5288951941694|127.033279933064,37.5263879461683|127.031514039999,37.5264636037773|127.031551729377,37.5270495958427|127.030725570007,37.5270698593676|127.030687770678,37.5264928766907|127.030998791037,37.5260629206717|127.031447764892,37.5254628938148|127.029172841881,37.5255343467832|127.029061816703,37.5244972261048|127.030544746876,37.5244282963109|127.030487003657,37.5236439079347|127.030556039538,37.5235543686452|127.031409901801,37.5231378700951|127.032268093992,37.5232620319467|127.032320894752,37.5226767801274|127.033064803881,37.5228901062915|127.033486305782,37.5217852572861|127.033409329268,37.5216134282778|127.028384053101,37.5200494742156|127.028270122344,37.520111611881|127.028663788281,37.5264041868465|127.028700055468,37.5270982941622|127.031374741238,37.52848982846|127.033370702064,37.5290017372115|127.0335644121,37.5288951941694"
양재역_2,서울특별시,강남구,24,"127.035195362047,37.4873969310458|127.036101638226,37.4863861228454|127.036326378438,37.4864960805343|127.036372066161,37.4864604103469|127.036763066869,37.4859499913244|127.036942350584,37.4860775989162|127.037170324171,37.4859352851112|127.03741871618,37.485964337992|127.037473977929,37.486063903954|127.037552544982,37.4861095959987|127.037627418987,37.4864435964818|127.037876620544,37.4864095809398|127.038128011457,37.4853213447995|127.037665726846,37.4852184692249|127.037405915586,37.4851983345488|127.035825710753,37.4849782242479|127.034392031766,37.4847953311135|127.034210439197,37.4848479123993|127.033873409279,37.4855569964356|127.034492240965,37.4857963231184|127.034214752401,37.4862716188999|127.035227578376,37.4866493159243|127.034871640425,37.4870699099936|127.035195362047,37.4873969310458"
언주역_1,서울특별시,강남구,14,"127.039028951917,37.5077018981616|127.038679508873,37.5076089533379|127.037593675926,37.5076091345287|127.035318177305,37.5068877765254|127.035234069901,37.5063915104948|127.035907946538,37.5050003695642|127.035220635203,37.5047965338254|127.034172330925,37.5071577532503|127.034193906681,37.5072390243224|127.036199709187,37.5078230486263|127.038317717015,37.5084800356319|127.03840877158,37.508435723133|127.039050533102,37.5077831684143|127.039028951917,37.5077018981616"
언주역_2,서울특별시,강남구,15,"127.035414797398,37.5090510952811|127.035529515668,37.5089258830916|127.035561824358,37.5090522941312|127.036474561918,37.5093210382276|127.036715420814,37.5090616941435|127.036865453378,37.5088286416847|127.037095808594,37.5085061374443|127.037074344915,37.508415857266|127.034099953098,37.5075085735296|127.033940460274,37.507597376517|127.03357872971,37.5084594339343|127.034277379441,37.5086633718427|127.034069051558,37.5090311030938|127.035285758466,37.5094104646809|127.035414797398,37.5090510952811"
역삼역_1,서울특별시,강남구,5,"127.039067145102,37.4958803577604|127.033468281571,37.4941948249637|127.031248346387,37.498844137155|127.036870003987,37.5005389717511|127.039067145102,37.4958803577604"
역삼역_2,서울특별시,강남구,20,"127.042307945643,37.5015832923251|127.04247166685,37.5011611213248|127.04179418574,37.5010745406608|127.038899413218,37.5001500018115|127.038531195358,37.4997595556417|127.037742611025,37.4995188692658|127.037243068563,37.5005510190636|127.037320495381,37.5006868075342|127.039224487054,37.5012609411047|127.039317952902,37.5010274256621|127.040129175498,37.5012682852696|127.040001785919,37.501501526066|127.040565030789,37.5016772961522|127.040646378617,37.5015067552803|127.041457610832,37.5017476058757|127.041387343226,37.5019362582141|127.042559084008,37.5022881487942|127.042717866249,37.5022533915673|127.042938704403,37.5017866293512|127.042307945643,37.5015832923251"
역삼역_3,서울특별시,강남구,17,"127.039381674636,37.4951620668351|127.040160590781,37.4935014337835|127.039495871651,37.4933068169404|127.039087410383,37.4925285909717|127.038773350853,37.4932108430151|127.037928643573,37.4929426702966|127.037579956729,37.4936787008589|127.036689787918,37.4934281705898|127.036306239241,37.4942359979071|127.035405107957,37.4939583369671|127.03579997216,37.4931506048101|127.034189159028,37.4926599054889|127.033550564403,37.4939522119349|127.033617134128,37.4940518719507|127.039058142887,37.4957000733207|127.039160258567,37.4956738710346|127.039381674636,37.4951620668351"
역삼역_4,서울특별시,강남구,21,"127.041799523606,37.5042012473617|127.042369870278,37.5029353774024|127.042338816528,37.5027098620707|127.037122936231,37.5010996852898|127.036951805451,37.5012154294791|127.03528906879,37.5047520391933|127.03593091193,37.504973525082|127.036477820336,37.5037795777426|127.036625530631,37.503726717462|127.037064847101,37.503865452689|127.037144356653,37.5038390682289|127.037529218168,37.502932134294|127.038318299041,37.5031367839806|127.038144164433,37.5034867798245|127.040227910908,37.5041614749573|127.039808686765,37.505104180945|127.040574027126,37.505398728473|127.04040994004,37.5058479251187|127.040769074877,37.5060670911305|127.041148036399,37.5056196359096|127.041799523606,37.5042012473617"
"은마아파트,앞",서울특별시,강남구,10,"127.06347988723,37.496148215816|127.063780968464,37.4955829320786|127.064569935618,37.4957964162668|127.06483742043,37.4952038323552|127.063552940184,37.4948242383694|127.063417135287,37.4948321739437|127.06329207626,37.4948852473614|127.062759891238,37.4958451649498|127.06283780964,37.4959448985994|127.06347988723,37.496148215816"
은마아파트입구사거리_1,서울특별시,강남구,9,"127.060998698217,37.498318119348|127.061646706437,37.4971428751347|127.061007103794,37.4967413348644|127.060312052804,37.4980603711957|127.059207687899,37.4977452345263|127.059022016345,37.4981222020766|127.060700514709,37.4986491435815|127.060813935543,37.4986230123244|127.060998698217,37.498318119348"
은마아파트입구사거리_2,서울특별시,강남구,6,"127.063781162415,37.4991961763399|127.061370405957,37.4984382065662|127.061231215541,37.4987164300292|127.061297488624,37.4988431039738|127.063584089176,37.4995820714276|127.063781162415,37.4991961763399"
은마아파트입구사거리_3,서울특별시,강남구,10,"127.06056165954,37.4989003371635|127.058883156609,37.4983733936446|127.058593109493,37.4989567733176|127.060034710653,37.4994367860558|127.059790804523,37.4999484506054|127.059801436173,37.5000025985427|127.059992890894,37.5000671939731|127.060060967391,37.5000497137274|127.060605202263,37.4990358415613|127.06056165954,37.4989003371635"
명동,서울특별시,중구,42,"126.985275333568,37.5632620529706|126.985382318584,37.5628845332669|126.985596623434,37.5629404349098|126.985745461704,37.5628155659578|126.985851224033,37.5625281395801|126.985990206747,37.5622950606094|126.986216437642,37.5623060112717|126.986364176505,37.5622622259497|126.986545868089,37.5622187315089|126.986726950185,37.5622202837116|126.986740583061,37.5620492023917|126.987283584613,37.5620718760272|126.987487545148,37.5620556021819|126.987736045624,37.5620937719486|126.988007425014,37.562114116182|126.98818887198,37.562088637971|126.98831300077,37.5621167315743|126.988787854479,37.5621568359552|126.988842366664,37.561472509397|126.988697549539,37.5613000724619|126.98788366345,37.5612210239881|126.986764694941,37.5611033138267|126.983983410971,37.5608722037901|126.982367345905,37.5606871058167|126.982048622965,37.5608195182905|126.981493139469,37.5617157766857|126.981523050185,37.5620133784468|126.98187651953,37.5626561633469|126.982206257634,37.5633798366693|126.982434875157,37.5640485761211|126.98257466583,37.5645904047092|126.982754592034,37.5655110161988|126.983405173757,37.5659491128984|126.98402767395,37.5659544644396|126.98413564687,37.5655048712022|126.984300453013,37.5650377452925|126.98452754681,37.5649856336817|126.98466458449,37.5648967065008|126.984874657756,37.5644299684914|126.98502740648,37.5640168004603|126.985132441024,37.5637834311198|126.985275333568,37.5632620529706"
명동역,서울특별시,중구,30,"126.987283601745,37.560395935899|126.987634322428,37.5595699798177|126.987939279262,37.5596176429888|126.987985278393,37.5595639741516|126.987794711168,37.5594271861897|126.98752455906,37.5593167476819|126.987367457769,37.5592162873714|126.98731282024,37.5590716524116|126.987280817186,37.5589272113156|126.987178597607,37.5589533669531|126.987053378263,37.5590063567454|126.986735036081,37.5591117539635|126.986665914608,37.5592012658636|126.985966810519,37.5590060524319|126.985990542186,37.5589251620753|126.985384663367,37.5585325152202|126.983958102242,37.5585653158316|126.983881937335,37.5583394003974|126.984068995693,37.5578994967261|126.983571049127,37.5578952167079|126.98355147069,37.557669787531|126.983495863836,37.5575972259592|126.983284212903,37.5581810841712|126.982957553178,37.5588991090764|126.982351564204,37.5601823859335|126.982417387814,37.5603361298237|126.982494896118,37.5604629429552|126.98277721828,37.5605104246454|126.986880671732,37.5608970678376|126.987283601745,37.560395935899"
북창동,서울특별시,중구,18,"126.977786545189,37.5637651924707|126.97814920748,37.5637322861394|126.978736506454,37.5638274654136|126.978894690996,37.5630178938425|126.979036274629,37.5625956267887|126.978998371286,37.5620546740035|126.978968593404,37.5617480623877|126.979019020394,37.5613700600475|126.978522157083,37.5612846741229|126.977495096526,37.561068555586|126.976323870526,37.5606349297039|126.976006245763,37.5606862414904|126.975912751212,37.560901681802|126.97607746364,37.5612725358891|126.976842984433,37.5632344254116|126.977094804178,37.5638583236408|126.977264325857,37.5638778111945|126.977786545189,37.5637651924707"
서울시청,서울특별시,중구,25,"126.979799453755,37.5688914880816|126.979790070316,37.5679182822291|126.980641775781,37.5677183900163|126.981341068679,37.5679046263251|126.981849542708,37.5679720797404|126.982573681059,37.567996335234|126.982533977807,37.5667525556922|126.9817868475,37.5667551332472|126.981162747966,37.5668668915094|126.979928193104,37.5669193178946|126.979780564113,37.566954085579|126.979497237807,37.5669786713069|126.978998003436,37.5670644646909|126.978171027524,37.567111381771|126.97844994482,37.5682400943287|126.978099193866,37.5682280523255|126.977940857673,37.5682176730483|126.977342822034,37.5680773447281|126.977312188941,37.5686627566081|126.977980230717,37.5686505133367|126.978071393944,37.5686062493987|126.979362324805,37.5685723502179|126.979381156071,37.5688518356607|126.979493360104,37.568924887672|126.979799453755,37.5688914880816"
시청역_1,서울특별시,중구,23,"126.974719889048,37.5603957692475|126.974496379181,37.5601865908728|126.974159328,37.5600034581643|126.973594946614,37.5598904343995|126.972882455114,37.5598482046206|126.972606023423,37.560197209102|126.971863534285,37.5598663789514|126.971699034002,37.5603064588884|126.972306707303,37.5605640348094|126.971811035976,37.5612174855756|126.972452669408,37.5614753561122|126.972233558749,37.5617707952775|126.97293042747,37.5621282580427|126.972742428078,37.5626312080485|126.97374636624,37.5628832088865|126.97647219967,37.563861945156|126.976551793845,37.5638356030006|126.976586732044,37.5637638221088|126.975689837169,37.561476417671|126.975481704643,37.5609700304343|126.975359800831,37.5607797550335|126.975158429737,37.5606068114824|126.974719889048,37.5603957692475"
시청역_2,서울특별시,중구,25,"126.96854702225,37.5648112391643|126.968888636708,37.5638410946866|126.969565474868,37.5640091838006|126.969723263173,37.5632356633609|126.970366887607,37.5633493959084|126.971035377134,37.5633011538885|126.971194691616,37.5632394675486|126.971322774417,37.5629792800503|126.972304941877,37.5631680307671|126.972959270132,37.5633268943407|126.972877822349,37.5634883742338|126.97367805175,37.56373860559|126.974186119747,37.5638331195845|126.974424780976,37.563763106961|126.975090190499,37.5639400757355|126.975799766137,37.564198517196|126.976227137215,37.5644004482905|126.976534075221,37.5643039914191|126.976457311895,37.5641231184245|126.97616477087,37.5639944393112|126.973596026856,37.5631161745772|126.969703559616,37.5621992937344|126.967556772038,37.5652080633217|126.968094079358,37.5656452545247|126.96854702225,37.5648112391643"
신당역_1,서울특별시,중구,19,"127.020477100276,37.5650456805448|127.020255332202,37.5646924353787|127.019675632203,37.5648768493072|127.019685299888,37.5641380725936|127.01786791858,37.5646185635972|127.017698406345,37.5637341312809|127.017153134583,37.5638827771123|127.016778019071,37.5631408011935|127.01584557442,37.5634664294137|127.016120713087,37.5640634090637|127.016249667218,37.5645870881327|127.016310950666,37.5650921830889|127.016534711871,37.5652922745358|127.018083061826,37.5654763432265|127.018693656326,37.5655264652712|127.020017419517,37.5655734875174|127.020413558416,37.565576770556|127.020418860031,37.5651713442814|127.020477100276,37.5650456805448"
신당역_2,서울특별시,중구,22,"127.014315090631,37.5679498907|127.014307921633,37.5676344654891|127.014443270015,37.567671635685|127.014674855695,37.5672771066693|127.0147368994,37.566863143414|127.014951594154,37.5668919638368|127.014988748245,37.5666489914467|127.01599466574,37.5667654937496|127.016054850679,37.5656306786515|127.015910080596,37.5654492647522|127.0142598735,37.5652643183446|127.014127310592,37.5658759231666|127.013720564312,37.565818467867|127.013526730002,37.5659249759388|127.012880400639,37.5660096854382|127.012779167932,37.5668197799091|127.01267409586,37.56706218435|127.012705319976,37.5672696852573|127.012656364579,37.5675486000582|127.012799824478,37.5678291217626|127.013567944926,37.5679526692503|127.014315090631,37.5679498907"
약수역,서울특별시,중구,12,"127.010822705054,37.552963374037|127.010780650647,37.5527197397497|127.009746941108,37.5530084318389|127.009665821997,37.5531519197688|127.009901084583,37.5533340992909|127.010179233985,37.5536968465749|127.010521835183,37.5543214359038|127.01060021818,37.5543851650633|127.010770322907,37.5543595570343|127.011230472908,37.5537957471581|127.011099312141,37.5534432422741|127.010822705054,37.552963374037"
을지로3가역_1,서울특별시,중구,20,"126.995335898875,37.5659519933535|126.995527659903,37.5643137242908|126.99227697826,37.5644662682224|126.990665454006,37.5647768956994|126.98987100509,37.5649322978182|126.989182549144,37.5647822463701|126.988606789509,37.5646691968349|126.988131798297,37.5646381008974|126.987803332784,37.5646533098465|126.987695865149,37.5659048388403|126.987841297306,37.5660322300546|126.989289421055,37.5660896720061|126.989305115547,37.5657654308496|126.989564218317,37.5658577500251|126.989711476325,37.5658499981651|126.989869931004,37.5658513522205|126.989856425881,37.5660134244983|126.989945513779,37.5661223108217|126.995273386358,37.5663929731488|126.995335898875,37.5659519933535"
을지로3가역_2,서울특별시,중구,12,"126.995116052508,37.5679954921122|126.995259046866,37.5666181120137|126.987860646819,37.5662756771878|126.987700364976,37.5664094611476|126.987717035437,37.5668511146668|126.987793824356,37.5678699499663|126.987849808073,37.5679154814216|126.988562995148,37.5679125751423|126.989411639606,37.5679378538918|126.992397181826,37.5681525577324|126.995054503765,37.5683643964051|126.995116052508,37.5679954921122"
을지로4가역,서울특별시,중구,11,"127.001876555414,37.5669534929041|126.99881071602,37.5668194428122|126.998205299744,37.5672287937847|126.998153759854,37.56769689938|126.998084633863,37.5686333981572|126.998174098435,37.5687152502198|127.001742270197,37.5693851755844|127.001879776296,37.5692601906406|127.001936696602,37.5683866594323|127.002055729314,37.5670991724828|127.001876555414,37.5669534929041"
"장충동,족발거리",서울특별시,중구,14,"127.005640468246,37.5596957646332|127.00472388557,37.5596790415989|127.004585749726,37.5607050694289|127.004535093075,37.5611101129072|127.005418099414,37.5610995237124|127.006042714932,37.5609425886929|127.006304212504,37.5608546824373|127.006373073343,37.5607831776316|127.006306721858,37.5606654841645|127.006171748853,37.5606012765102|127.006122929966,37.5600151870995|127.006080289873,37.5598165988011|127.005889090577,37.5597248867811|127.005640468246,37.5596957646332"
충무로역_1,서울특별시,중구,38,"126.998726681771,37.560403300473|126.998649868244,37.5602224410726|126.998037886899,37.5602803291606|126.997568584213,37.5598258288156|126.996939619072,37.5603070579108|126.996447447027,37.5598703799955|126.996101197706,37.5595250436165|126.995965784327,37.5586498809062|126.995523087942,37.5587452353312|126.995410037376,37.5587352643291|126.995228721594,37.5587517443926|126.995015629507,37.5586057661279|126.994946397459,37.5587042924478|126.995079302936,37.5589216728006|126.995065448163,37.5591107742842|126.994944299858,37.5597044334701|126.9948193263,37.5597394127312|126.994219389359,37.5597433208028|126.994251043343,37.5599147884263|126.993492299635,37.5599443730115|126.993412594294,37.5599797361602|126.993375858271,37.5601866634423|126.992595688302,37.5601259554366|126.992582311539,37.5602790188782|126.992686279112,37.5609646979363|126.993749273765,37.561036823415|126.999086437777,37.5622805182875|126.999212617249,37.5621554403576|126.999078731177,37.5620101398795|126.999058382938,37.5618387692602|126.999126529363,37.5618213253273|126.998859120421,37.5615036957737|126.99866226796,37.5609884335557|126.999332165768,37.5608319176486|126.99928858064,37.5607054025568|126.99909678587,37.5606587267475|126.998860203179,37.5605756296027|126.998726681771,37.560403300473"
충무로역_2,서울특별시,중구,22,"126.991734927411,37.5643715421237|126.992517200626,37.5642790966389|126.993105613681,37.5642931201521|126.99554078995,37.564178679356|126.995723638849,37.562360125002|126.995766045674,37.56172975468|126.99416354505,37.5613737348972|126.993497505442,37.561241920262|126.992977384574,37.561201449265|126.99223018737,37.561213103132|126.991189220386,37.5611862041081|126.990804061653,37.5612099481592|126.990644160188,37.5613167082709|126.990555590383,37.5620097554117|126.990474424615,37.5621532292639|126.990396805558,37.5628734009803|126.990307745565,37.5636024852667|126.990199448282,37.5640791130488|126.990078373991,37.5646637566773|126.990383596073,37.564693395035|126.99063380646,37.564605427344|126.991734927411,37.5643715421237"
강서구청,서울특별시,강서구,27,"126.853814418711,37.5552306325949|126.853583535871,37.5547868870594|126.853196998876,37.5549002720163|126.852403771874,37.5534869609579|126.853041318763,37.5532408592225|126.852765597373,37.552769645924|126.852640848743,37.5527864558313|126.852113014883,37.5517811835635|126.851441668974,37.5520179416692|126.85118707372,37.5516460437029|126.850504134268,37.5519007044769|126.850015491165,37.5520311068648|126.849741704466,37.5521726084614|126.847651365224,37.549746488913|126.847286090615,37.5499501653917|126.847001268603,37.5500735324071|126.847367050872,37.5505726682746|126.847932914283,37.5513080219635|126.848944353524,37.5525072397946|126.849655968494,37.5533341077454|126.850060133889,37.5542841255687|126.851391002612,37.5538465481976|126.851941472562,37.5548520432389|126.852559714149,37.5551283563044|126.852942804992,37.5552401984398|126.853495776302,37.5553446768306|126.853814418711,37.5552306325949"
발산역,서울특별시,강서구,12,"126.841964610205,37.5588994726644|126.841882712858,37.5583400302524|126.838470162827,37.5587120095818|126.839518320723,37.5619209680146|126.840256578349,37.561757018074|126.839879041045,37.5605549408679|126.841333309081,37.5601997825184|126.841379551635,37.5601371635703|126.841142708283,37.5593509438326|126.841981811878,37.5592510437597|126.842016597393,37.5591973226201|126.841964610205,37.5588994726644"
송정역,서울특별시,강서구,25,"126.810289028521,37.5593417543875|126.810018433785,37.5592759582989|126.809846968418,37.5593823554111|126.809353627345,37.5598008705561|126.808962130609,37.560220409898|126.808730496257,37.5605514563177|126.808732499692,37.5611371454758|126.808603429439,37.5614241738182|126.808461608107,37.5618011763535|126.80843524794,37.5620351781427|126.80905194887,37.5624018054698|126.809611354755,37.5628129039977|126.810461291472,37.5634611918385|126.81055283019,37.5633990410746|126.810194678166,37.5624313351365|126.809878796386,37.5616532697898|126.809839541275,37.5612744422542|126.810191078108,37.5612329301178|126.810859914231,37.5611675788223|126.810753898161,37.5607159974811|126.810716498493,37.5602200549948|126.810153098441,37.5600612096577|126.810006697842,37.5600146843008|126.810147649177,37.55969173273|126.810289028521,37.5593417543875"
가리봉시장(구로디지털오거리),서울특별시,구로구,14,"126.889232384329,37.4823320569788|126.889280935312,37.4821072510104|126.889473123385,37.4821090554387|126.889592034522,37.4817137108227|126.889702834883,37.4811020384979|126.889823606937,37.4805805643522|126.889406122832,37.4805225826846|126.889204898381,37.4803675152143|126.887695676156,37.4822635542851|126.888301757256,37.4825665973972|126.888723760004,37.4830841595883|126.888830305389,37.4827607834546|126.889059741784,37.4825376766175|126.889232384329,37.4823320569788"
가산디지털단지역_2,서울특별시,금천구,8,"126.884517233884,37.4770165596344|126.883346263325,37.4766901453761|126.879262221815,37.4859593367035|126.880614584831,37.485503598356|126.881657540942,37.4830445961655|126.883085999839,37.4805081296118|126.883978363397,37.4782819543214|126.884517233884,37.4770165596344"
가산디지털단지역_3,서울특별시,금천구,24,"126.883580646508,37.4829816679207|126.883740393185,37.4828840603479|126.883843746999,37.4827769099887|126.884147784632,37.4828608726509|126.884434430186,37.4825932621997|126.884549890477,37.4824321625596|126.884597920447,37.4822433955834|126.884823890374,37.4822545365853|126.885050395231,37.4822296403137|126.885485127077,37.4811254490194|126.886506406062,37.4816396533257|126.887690973626,37.480290216168|126.888616799603,37.4796141218046|126.889515205705,37.4792621398464|126.88996832761,37.4792033192811|126.891407343089,37.4774597697321|126.890224370378,37.4764124723175|126.887924452047,37.4752105007089|126.887163226992,37.4777533084642|126.884989879408,37.4771651831855|126.882611205971,37.4827832945185|126.882982002076,37.4829399745145|126.88331025704,37.4829160423917|126.883580646508,37.4829816679207"
"개봉동,현대아파트",서울특별시,구로구,13,"126.856606421686,37.4916353304874|126.85686985327,37.4891870382724|126.856907686336,37.4881872452434|126.856803677393,37.4875915510125|126.856764624936,37.487185703747|126.856414281753,37.487173306569|126.855680227443,37.4871121445211|126.855575229622,37.488066235194|126.855055568156,37.4880341747103|126.85485644457,37.4899694908361|126.854370551566,37.4899467646301|126.854221716111,37.4915491800337|126.856606421686,37.4916353304874"
구로기계공구상_1,서울특별시,구로구,15,"126.879427129047,37.5029455940791|126.878387035612,37.5021608372265|126.877583213391,37.502216284348|126.877012953235,37.5025352465701|126.876657932856,37.5035860956944|126.877194670422,37.5039966621172|126.876680532844,37.5043431866455|126.876505916265,37.5046749139015|126.876016546547,37.5048775038557|126.876183612105,37.5050502896993|126.876092199104,37.5051124940128|126.87650293072,37.5056299911305|126.879435075131,37.5031709302566|126.87947115183,37.5030271051054|126.879427129047,37.5029455940791"
구로기계공구상_2,서울특별시,구로구,12,"126.877605935054,37.5052349950759|126.878369671011,37.5048367714599|126.878414097552,37.504891255388|126.878850556634,37.5052017485166|126.879179851971,37.5051147654612|126.87958400338,37.5053168245177|126.881016252757,37.5040779343216|126.879964280881,37.503329120645|126.879828984093,37.5033008079431|126.879681841238,37.5033084246134|126.877173512062,37.505411098955|126.877605935054,37.5052349950759"
디지털단지오거리,서울특별시,구로구,15,"126.887640617589,37.4821639213473|126.889229239842,37.4802506075802|126.889362234932,37.4804320658663|126.889869625504,37.4805269333619|126.889987600073,37.4801946527704|126.890264107552,37.479845838408|126.889918050282,37.4795452456905|126.889201852149,37.4798088370113|126.888461573105,37.4801713129159|126.887797887416,37.4807057033085|126.886992525381,37.4816442282296|126.886987987134,37.4819505416141|126.88726207525,37.4825297904627|126.887386699719,37.482512941771|126.887640617589,37.4821639213473"
구로역,서울특별시,구로구,18,"126.883613716165,37.5005343476217|126.883039558321,37.5003577281874|126.882477424328,37.5008930444845|126.88206510456,37.5012405549691|126.881984204055,37.5013569259562|126.881982593967,37.5014650360164|126.882015578983,37.5015284209044|126.882093662251,37.5016012425109|126.882778763112,37.5019230816682|126.882489219643,37.5023798785579|126.883428203282,37.5023617159245|126.882855238668,37.5021040128646|126.882925232711,37.5019605069578|126.883223533458,37.5016749900062|126.883227018121,37.501440751449|126.883322843198,37.5010812385968|126.883572825424,37.5010025046343|126.883613716165,37.5005343476217"
구로중앙유통단지,서울특별시,양천구,21,"126.874150271762,37.5041299072901|126.875075469572,37.5027691257149|126.87538079207,37.5027720294786|126.876236463089,37.5022755788242|126.876788421812,37.5016681126077|126.87683796751,37.5013802491975|126.876797857622,37.5010374717034|126.875855541884,37.5005239343193|126.873508007981,37.4994473768159|126.872608665861,37.4990874003895|126.872325568034,37.4991117327735|126.872219197503,37.4994170733124|126.872397279441,37.4996079904451|126.872923767074,37.50145113744|126.873627028067,37.5013136704036|126.874176662167,37.5016162481015|126.873665636624,37.5017555493265|126.873954062086,37.5028845998583|126.873398064786,37.503005450776|126.873810477868,37.5041627137736|126.874150271762,37.5041299072901"
