자전거보관소명,위도,경도,보관대수,제공기관명
정관중앙로 곰내터널입구 버스정류장,35.318485,129.177078,10,부산광역시 기장군
기장군민체육공원(월드컵빌리지),35.305246,129.242608,10,부산광역시 기장군
정관 NH농협(이바둠감자탕) 앞,35.320359,129.178978,10,부산광역시 기장군
고촌지하철1. 3번 출구,35.236097,129.160185,15,부산광역시 기장군
고촌지하철4번 출구,35.235857,129.160334,10,부산광역시 기장군
기장군청 앞 버스승강장,35.244819,129.221452,10,부산광역시 기장군
대변입구  도자기 직판장앞,35.229587,129.222394,10,부산광역시 기장군
일광 이천리 화남수산 7508부대앞,35.276271,129.254739,10,부산광역시 기장군
화전버스승강장 옆,35.276204,129.254768,10,부산광역시 기장군
기장2청강주공 육교 밑,35.234547,129.216868,10,부산광역시 기장군
정관 죽향공원,35.333376,129.170216,10,부산광역시 기장군
송광중학교,35.133552,126.798018,114,광주광역시 광산구
도산초등학교,35.126117,126.791829,10,광주광역시 광산구
송정중앙초등학교,35.14804,126.795643,22,광주광역시 광산구
보문고등학교,35.154256,126.777278,44,광주광역시 광산구
광산중학교,35.158686,126.808437,60,광주광역시 광산구
정보고등학교,35.149495,126.813389,6,광주광역시 광산구
송우초교 앞,35.158818,126.809961,28,광주광역시 광산구
월곡중학교,35.166458,126.813296,20,광주광역시 광산구
영천초등학교,35.172545,126.811759,7,광주광역시 광산구
하남중학교,35.167091,126.805197,12,광주광역시 광산구
영천중학교,35.176836,126.810884,7,광주광역시 광산구
비아초등학교 후문,35.222156,126.825568,14,광주광역시 광산구
첨단도서관,35.217638,126.832817,21,광주광역시 광산구
정암초(도로변),35.222706,126.837654,10,광주광역시 광산구
첨단초(교내),35.219679,126.837862,7,광주광역시 광산구
월계중(교내),35.219268,126.832672,30,광주광역시 광산구
비아중(교내),35.22237,126.836495,50,광주광역시 광산구
비아중(교외),35.22237,126.836495,20,광주광역시 광산구
청소년수련관(관내),35.223435,126.843257,8,광주광역시 광산구
청소년수련관 관내 (2009),35.223435,126.843257,7,광주광역시 광산구
전자공업고등학교,35.205221,126.841604,20,광주광역시 광산구
첨단고등학교,35.206712,126.837267,35,광주광역시 광산구
첨단중학교,35.208091,126.837324,134,광주광역시 광산구
천곡중학교,35.211621,126.83511,97,광주광역시 광산구
숭덕고등학교,35.214274,126.839158,62,광주광역시 광산구
봉산초등학교,35.209378,126.843698,35,광주광역시 광산구
봉산중학교,35.20938,126.844796,77,광주광역시 광산구
월봉초등학교,35.210111,126.843083,35,광주광역시 광산구
월봉중학교,35.209357,126.849102,37,광주광역시 광산구
운남고등학교,35.175377,126.816449,10,광주광역시 광산구
운남중학교,35.17741,126.828122,50,광주광역시 광산구
금구중학교,35.17541,126.815307,10,광주광역시 광산구
목련초등학교,35.172498,126.815173,40,광주광역시 광산구
신가중학교,35.187725,126.837779,100,광주광역시 광산구
신창중학교,35.193768,126.839143,40,광주광역시 광산구
진만초등학교,35.183156,126.834122,20,광주광역시 광산구
선창초등학교,35.187964,126.834559,42,광주광역시 광산구
신창초등학교,35.197932,126.841049,42,광주광역시 광산구
수문초등학교,35.194269,126.836895,10,광주광역시 광산구
진흥중고등학교,35.195721,126.842585,105,광주광역시 광산구
광주선광학교,35.18249,126.83613,26,광주광역시 광산구
삼도초등학교,35.163958,126.700573,10,광주광역시 광산구
송정동초등학교,35.14575,126.804708,10,광주광역시 광산구
장덕도서관,35.187562,126.813527,30,광주광역시 광산구
송정공원지하철역 1번출구,35.142804,126.80023,23,광주광역시 광산구
송정공원지하철역 2번출구,35.14319,126.799248,7,광주광역시 광산구
송정공원역 버스정류소,35.143221,126.798699,12,광주광역시 광산구
제일교회 공용주차장,35.142698,126.80236,28,광주광역시 광산구
송정공원역,35.143158,126.79961,14,광주광역시 광산구
송정공원역-2,35.143825,126.799611,28,광주광역시 광산구
광주송정역,35.138207,126.792079,7,광주광역시 광산구
광주송정역,35.138207,126.792079,7,광주광역시 광산구
은성약국 앞,35.141624,126.794892,24,광주광역시 광산구
KT 전화국 앞,35.141758,126.795647,14,광주광역시 광산구
송정농협 역전지점,35.137526,126.792506,7,광주광역시 광산구
광산약국 옆 웰빙의원 앞,35.133994,126.789003,7,광주광역시 광산구
도산역,35.131372,126.78733,25,광주광역시 광산구
도산역 인근,35.13098,126.787764,14,광주광역시 광산구
우산동1588-2(농협광주지역본부),35.162044,126.811703,7,광주광역시 광산구
우산동1601-8(광산우체국 앞),35.162109,126.80729,7,광주광역시 광산구
우산동1581-4(신한은행 앞),35.162109,126.80729,7,광주광역시 광산구
송정공원지하철역,35.143825,126.799611,16,광주광역시 광산구
광주공항지하철역,35.143812,126.811123,64,광주광역시 광산구
신창우체국버스승강장,35.190968,126.836734,14,광주광역시 광산구
운남주공1단지 승강장,35.177973,126.82672,14,광주광역시 광산구
평동 지하철역,35.124587,126.768747,112,광주광역시 광산구
하나의원 앞,35.178701,126.825524,24,광주광역시 광산구
영광통(감초당약국 앞),35.141745,126.795286,15,광주광역시 광산구
금호타이어,35.142499,126.79139,300,광주광역시 광산구
금호타이어 정문,35.144617,126.790371,10,광주광역시 광산구
영광통 사거리,35.141624,126.794892,20,광주광역시 광산구
월계동 833-8  산월문구 옆,35.211519,126.839439,7,광주광역시 광산구
월계동 763-4 월계초교 후문 옆,35.213424,126.835107,7,광주광역시 광산구
월계동 867-1 우리은행 앞,35.217174,126.842654,7,광주광역시 광산구
수완동 1424 신한은행앞,35.190344,126.824335,14,광주광역시 광산구
미래이비인후과 앞,35.217201,126.843576,21,광주광역시 광산구
농산물품질관리원 앞,35.217218,126.845388,21,광주광역시 광산구
세종문고 앞,35.217198,126.843279,21,광주광역시 광산구
신창동1173,35.196178,126.844247,7,광주광역시 광산구
신창동1123-1,35.19732,126.837313,7,광주광역시 광산구
신창동1221-1,35.190914,126.83859,7,광주광역시 광산구
신창동1273-2,35.190968,126.836734,7,광주광역시 광산구
신창국민은행 앞,35.190939,126.837426,21,광주광역시 광산구
흑석사거리외,35.179734,126.80768,21,광주광역시 광산구
하남산단 화성산업 앞,35.189003,126.797882,10,광주광역시 광산구
하남산단 신라에프에이 앞,35.194711,126.809086,10,광주광역시 광산구
하남산단 신풍 앞,35.211434,126.810303,10,광주광역시 광산구
주공휴먼시아7단지앞,35.201256,126.812834,10,광주광역시 광산구
주공휴먼시아8단지앞,35.200042,126.816816,10,광주광역시 광산구
수완양우내안에1,35.199825,126.815875,10,광주광역시 광산구
수완양우내안에2,35.199825,126.815875,10,광주광역시 광산구
수완영무예다음1,35.19604,126.818741,10,광주광역시 광산구
수완영무예다음2,35.19604,126.818741,10,광주광역시 광산구
장덕동 1372앞,35.19335,126.814607,10,광주광역시 광산구
장덕동 1233앞,35.193872,126.815445,10,광주광역시 광산구
장덕동 1486번지,35.191096,126.812773,10,광주광역시 광산구
장덕동 1489번지,35.190661,126.811517,10,광주광역시 광산구
수완세한포유 앞,35.187175,126.815476,10,광주광역시 광산구
장덕초교 앞,35.186081,126.813264,10,광주광역시 광산구
수완우미린2차 1,35.200979,126.822359,10,광주광역시 광산구
수완우미린2차 2,35.200979,126.822359,10,광주광역시 광산구
수완우미린2차 3,35.200979,126.822359,10,광주광역시 광산구
수완현진에버빌 1,35.195589,126.824194,10,광주광역시 광산구
수완초교 앞,35.197708,126.824339,10,광주광역시 광산구
수완현진에버빌 2,35.195589,126.824194,10,광주광역시 광산구
수완현진에버빌 3,35.195589,126.824194,10,광주광역시 광산구
수완동 1087번지,35.190992,126.826127,10,광주광역시 광산구
수완동 1431번지,35.190352,126.826103,10,광주광역시 광산구
수완동 1542번지,35.190381,126.830044,10,광주광역시 광산구
수완동 1359번지,35.190835,126.831257,10,광주광역시 광산구
수완동 1479번지,35.188626,126.823767,10,광주광역시 광산구
수완동 1413번지,35.190116,126.823175,10,광주광역시 광산구
농협농수산물종합유통센터,35.186113,126.819324,10,광주광역시 광산구
수완대주피오레7단지 앞,35.192504,126.826786,10,광주광역시 광산구
신가동 1157번지,35.18506,126.827848,10,광주광역시 광산구
신가동 1165번지,35.18427,126.827222,10,광주광역시 광산구
대방노블랜드 앞1,35.183191,126.816402,10,광주광역시 광산구
대방노블랜드 앞2,35.183191,126.816402,10,광주광역시 광산구
큰별초등학교 앞,35.183418,126.822162,10,광주광역시 광산구
주공휴먼시아3단지 앞,35.180445,126.820394,10,광주광역시 광산구
신가동 1174번지,35.181622,126.822836,0,광주광역시 광산구
흑석동 어린이공원 앞,35.183149,126.813065,10,광주광역시 광산구
중흥S-클래스2단지 앞,35.183971,126.813184,10,광주광역시 광산구
주공휴먼시아4단지 앞,35.183681,126.811169,10,광주광역시 광산구
용봉길 입구,35.081014,126.766946,10,광주광역시 광산구
동곡농협,35.098582,126.774051,20,광주광역시 광산구
평동역,35.124781,126.771048,28,광주광역시 광산구
수완동국민은행 앞,35.191066,126.824402,21,광주광역시 광산구
송정동초등학교 앞,35.14575,126.804708,20,광주광역시 광산구
?수완동 베스트 빌딩 주변,35.190046,126.824252,14,광주광역시 광산구
?장덕동 보강빌딩 주변,35.190416,126.818734,14,광주광역시 광산구
수완지구 세종문구 주변,35.189357,126.822988,14,광주광역시 광산구
수완동 신한은행 주변,35.191006,126.824787,14,광주광역시 광산구
수완지구 광주은행 주변,35.191012,126.825325,14,광주광역시 광산구
송정공원 지하철역 2번출구,35.143337,126.798521,7,광주광역시 광산구
송정동 KT 전화국 앞,35.141758,126.795647,14,광주광역시 광산구
어룡동 구민회관,35.142464,126.795088,14,광주광역시 광산구
송정동 791-30 은성약국 앞,35.141536,126.795102,14,광주광역시 광산구
월곡동 주민센터 옆,35.174346,126.807868,14,광주광역시 광산구
신창중학교 버스승강장?,35.193878,126.837439,14,광주광역시 광산구
송정동 564-2번지앞 버스정류장,35.139116,126.800109,10,광주광역시 광산구
첨단응암공원 앞,35.217638,126.832817,20,광주광역시 광산구
첨단LC타워 앞,35.213802,126.84347,10,광주광역시 광산구
광주송정역,35.13761,126.790968,60,광주광역시 광산구
수완지구 우산신협 앞,35.189006,126.823926,10,광주광역시 광산구
첨단 박승철 헤어 앞,35.218758,126.842389,10,광주광역시 광산구
첨단모아아파트 주변,35.22171,126.840041,7,광주광역시 광산구
수완직업전문학교 옆(풍영로 93),35.180392,126.811293,10,광주광역시 광산구
첨단 기산아파트 상가 앞,35.21872,126.838469,5,광주광역시 광산구
수완 광주은행 앞(장신로 139),35.191012,126.825325,10,광주광역시 광산구
수완 아이비빌딩 앞(임방울대로 310),35.187801,126.823318,15,광주광역시 광산구
북송정육교 동측계단 하부,35.148169,126.796815,15,광주광역시 광산구
도산동주민센터 주변(도산동 1293-2 앞),35.129517,126.791132,10,광주광역시 광산구
1913시장 주변(송정동 986-16),35.136051,126.791979,7,광주광역시 광산구
신창동 국민은행 옆(신창동 1219),35.190939,126.837426,10,광주광역시 광산구
송정1동주민센터,35.14069,126.798867,7,광주광역시 광산구
광산구청,35.139458,126.793684,42,광주광역시 광산구
광산구 보건소앞,35.139458,126.793684,44,광주광역시 광산구
도산동주민센터,35.129459,126.791626,7,광주광역시 광산구
송정치안센터,35.143571,126.803116,46,광주광역시 광산구
신흥동주민센터,35.145197,126.800667,10,광주광역시 광산구
어룡동주민센터,35.142464,126.795088,14,광주광역시 광산구
월곡1동주민센터,35.171822,126.809716,14,광주광역시 광산구
월곡1동주민센터(2009),35.171822,126.809716,7,광주광역시 광산구
월곡2동주민센터,35.174346,126.807868,14,광주광역시 광산구
비아동 주민센터,35.222035,126.824263,20,광주광역시 광산구
첨단1동주민센터,35.219515,126.842368,14,광주광역시 광산구
첨단2동주민센터,35.216278,126.84327,7,광주광역시 광산구
첨단보훈병원,35.20788,126.849144,45,광주광역시 광산구
강변공원주차장,35.211646,126.85087,14,광주광역시 광산구
하남동주민센터,35.18489,126.794001,10,광주광역시 광산구
운남동주민센터,35.184377,126.79593,7,광주광역시 광산구
광산구 노인복지회관 앞,35.170724,126.816352,21,광주광역시 광산구
임곡동주민센터,35.219497,126.744688,5,광주광역시 광산구
동곡파출소,35.097427,126.773992,30,광주광역시 광산구
동곡동주민센터,35.098066,126.772063,10,광주광역시 광산구
삼도동주민센터,35.162123,126.697572,10,광주광역시 광산구
평동주민센터,35.124617,126.760277,20,광주광역시 광산구
삼도파출소,35.163063,126.700268,10,광주광역시 광산구
신창동주민센터,35.195532,126.840721,7,광주광역시 광산구
운남노인복지관,35.170724,126.816352,20,광주광역시 광산구
우산파출소,35.153837,126.807597,10,광주광역시 광산구
마트앤마트,35.178442,126.82398,5,광주광역시 광산구
밀레니엄장터 앞,35.163572,126.802131,10,광주광역시 광산구
