도서관명,열람좌석수,자료수(도서),자료수(연속간행물),위도,경도,제공기관명
관악문화관도서관,547,191107,75,37.467135,126.944735,서울특별시 관악구
글빛정보도서관,134,65019,54,37.486252,126.959668,서울특별시 관악구
성현동작은도서관,60,49042,43,37.487704,126.956096,서울특별시 관악구
은천동작은도서관,89,42456,52,37.485298,126.942434,서울특별시 관악구
조원작은도서관,210,56319,53,34.482544,126.907773,서울특별시 관악구
봉현작은도서관,35,12544,0,37.4871775,126.956625,서울특별시 관악구
청룡작은도서관,25,11076,0,37.478018,126.946457,서울특별시 관악구
삼성작은도서관,30,10922,0,37.464073,126.931802,서울특별시 관악구
숲속작은도서관,20,3070,0,37.458841,126.946195,서울특별시 관악구
책이랑놀이랑,35,12394,15,37.479992,126.958588,서울특별시 관악구
책쉼터,20,3723,0,37.472973,126.960215,서울특별시 관악구
신림청소년독서실,74,8736,0,37.480177,126.916185,서울특별시 관악구
관악산 詩도서관,14,5738,0,37.468116,126.946069,서울특별시 관악구
낙성대공원도서관,28,5978,12,37.471383,126.959727,서울특별시 관악구
하난곡작은도서관,38,12414,19,37.4767912,126.919945,서울특별시 관악구
용꿈꾸는 작은도서관,57,19420,30,37.478127,126.951487,서울특별시 관악구
도림천에서 용나는 작은도서관,12,5414,3,37.480942,126.929827,서울특별시 관악구
꿈나무 영유아도서관,50,6428,0,37.467081,126.944781,서울특별시 관악구
보라매동 다사랑작은도서관,15,7006,0,37.467081,126.944781,서울특별시 관악구
은천동 한울작은도서관,20,15241,0,37.486875,126.941527,서울특별시 관악구
인헌동 보물섬 작은도서관,24,18312,0,37.475044,126.965247,서울특별시 관악구
난곡동 책사랑 작은도서관,16,7765,0,37.470991,126.921644,서울특별시 관악구
난향동 뜰안에작은도서관,22,9810,0,37.164461,126.918785,서울특별시 관악구
남현동 우리작은도서관,60,13543,0,37.474518,126.9778675,서울특별시 관악구
신림동 굴렁쇠작은도서관,12,7016,0,37.487372,126.927118,서울특별시 관악구
서림동 글사랑작은도서관,20,7406,0,37.474961,126.934984,서울특별시 관악구
신원동 울타리작은도서관,20,6940,0,37.481565,126.927333,서울특별시 관악구
신사동 해오름작은도서관,20,8529,0,37.485923,126.919089,서울특별시 관악구
서원동 어울작은도서관,20,6112,0,37.479734,126.9313649,서울특별시 관악구
대학동 녹두작은도서관,20,4406,0,37.470598,126.936927,서울특별시 관악구
성현동 파랑새작은도서관,50,10623,0,37.489512,126.948077,서울특별시 관악구
중앙동 새싹작은도서관,40,5230,0,37.484166,126.949749,서울특별시 관악구
청림동 푸른숲작은도서관,20,7388,0,37.491797,126.958599,서울특별시 관악구
행운동 마루작은도서관,20,5738,0,37.480593,126.957059,서울특별시 관악구
청룡동 숯고을작은도서관,20,9520,0,37.479107,126.941694,서울특별시 관악구
낙성동 우듬지작은도서관,20,6555,0,37.476264,126.958365,서울특별시 관악구
미성동 책의향기작은도서관,20,7480,0,37.476132,126.915527,서울특별시 관악구
삼성동 샛별작은도서관,10,7106,0,37.470073,126.932964,서울특별시 관악구
서울대입구역 U-도서관,0,144,0,37.481239,126.952747,서울특별시 관악구
신대방역 U-도서관,0,48,0,37.487397,126.913024,서울특별시 관악구
봉천역 U-도서관,0,112,0,37.482332,126.942487,서울특별시 관악구
낙성대역 U-도서관,0,112,0,37.476975,126.963739,서울특별시 관악구
신림역 U-도서관,0,112,0,37.484224,126.929681,서울특별시 관악구
꿈사다리 도서관,20,5500,0,35.112837,129.013578,부산광역시 서구
닥밭골 작은 도서관,40,5781,0,35.112963,129.023222,부산광역시 서구
동서남-BOOK 작은도서관,25,6880,2,35.101968,129.016602,부산광역시 서구
부민작은도서관,30,9163,7,35.104366,129.016588,부산광역시 서구
부산기독교 종합사회복지관 강유두작은도서관,10,3821,0,35.101587,129.021149,부산광역시 서구
샤롯데 작은도서관,20,2100,0,35.116668,129.010389,부산광역시 서구
서구문화원작은도서관,31,8965,0,35.101987,129.01759,부산광역시 서구
송도바다 작은도서관,20,6400,0,35.079883,129.020955,부산광역시 서구
송도제일교회문고,45,5000,0,35.081312,129.012848,부산광역시 서구
어울림 작은도서관,26,5477,0,35.084636,129.019611,부산광역시 서구
짬짬이 작은도서관,20,2932,0,35.110417,129.017322,부산광역시 서구
초장동꿈터작은도서관,50,14101,0,35.095979,129.020279,부산광역시 서구
포도나무 도서관,50,2000,0,35.115783,129.018047,부산광역시 서구
한새마을 작은도서관,52,4082,0,35.113473,129.011941,부산광역시 서구
향기나는 작은도서관,18,3851,0,35.109636,129.020208,부산광역시 서구
꽃마을 작은도서관,30,4234,0,35.127361,129.006835,부산광역시 서구
남일이네 작은도서관,25,5460,0,35.091269,129.022907,부산광역시 서구
달서구립도원도서관,246,98514,31,35.80680333,128.5390595,대구광역시 달서구
달서어린이도서관,186,87159,18,35.82248657,128.5470123,대구광역시 달서구
달서구립성서도서관,301,92451,31,35.85741306,128.5144577,대구광역시 달서구
달서구립본리도서관,310,81809,34,35.84055483,128.5418122,대구광역시 달서구
달서구립달서가족문화도서관,306,53758,31,35.8194184,128.5228843,대구광역시 달서구
행정정보 문고센터,15,19522,14,35.8298962,128.5328518,대구광역시 달서구
죽전동 공립작은도서관,12,8102,3,35.85578734,128.5398014,대구광역시 달서구
웃는얼굴아트센터 도서실,53,21567,4,35.84342427,128.5228246,대구광역시 달서구
이곡2동 공립작은도서관,30,28100,5,35.85580334,128.500829,대구광역시 달서구
용산1동 공립작은도서관,12,22762,1,35.85663686,128.5312265,대구광역시 달서구
장기동 공립작은도서관,10,20683,4,35.84332056,128.5300194,대구광역시 달서구
학산작은도서관,30,7087,10,35.83328112,128.5418069,대구광역시 달서구
여명주민도서실,20,3701,30,35.8538435,128.497451,대구광역시 달서구
문화사랑도서관,30,14485,0,35.83004237,128.528337,대구광역시 달서구
소망의친구들도서관,12,8105,6,35.84960876,128.5387962,대구광역시 달서구
그루터기어린이도서관,80,12334,0,35.85603433,128.4951285,대구광역시 달서구
동한문화센터문고,16,3508,0,35.82712717,128.5433255,대구광역시 달서구
유천포스코더샵마을문고,36,10500,0,35.81439232,128.5081594,대구광역시 달서구
월성코오롱하늘채2단지문고,30,8156,0,35.82221331,128.5234266,대구광역시 달서구
하늘채1단지도서관,56,16406,0,35.82211128,128.5220204,대구광역시 달서구
대곡역파크드림도서관,50,12229,5,35.81347189,128.5105327,대구광역시 달서구
성당하늘채도서관,36,10115,0,35.84443764,128.5422372,대구광역시 달서구
화성파크리젠시글길도서관,18,5070,6,35.81343468,128.519197,대구광역시 달서구
성당포스코더샵도서관,21,10533,0,35.84314371,128.5473095,대구광역시 달서구
상인역e-편한세상 마을문고,25,4215,0,35.81970154,128.5350079,대구광역시 달서구
월성푸르지오책마루도서관,60,16179,2,35.82920439,128.5262285,대구광역시 달서구
월성월드메르디앙도서관,50,11000,0,35.82643282,128.5231334,대구광역시 달서구
월배힐스테이트도서관,40,10500,3,35.81903808,128.5177838,대구광역시 달서구
꿈에그린작은도서관,24,2392,0,35.86325517,128.4904566,대구광역시 달서구
삼성명가타운작은도서관,80,8700,0,35.85025339,128.4736813,대구광역시 달서구
월성도서관,20,2500,0,35.82312044,128.5282689,대구광역시 달서구
하늘향기충성가족도서관,55,5659,24,35.81115449,128.5170686,대구광역시 달서구
이레도서관,12,3550,0,35.81129683,128.5257891,대구광역시 달서구
캐슬도서관,16,2537,0,35.80463244,128.5487042,대구광역시 달서구
예가도서관,24,8170,1,35.81777796,128.5152857,대구광역시 달서구
두산미소도서관,12,7937,0,35.84489764,128.546137,대구광역시 달서구
새하늘작은도서관,24,2484,0,35.80775982,128.5347948,대구광역시 달서구
책으로 꿈꾸는 작은도서관,12,4235,1,35.84986759,128.5312919,대구광역시 달서구
월성e편한세상작은도서관,16,6898,0,35.82464895,128.5291202,대구광역시 달서구
감삼영어도서관,50,4500,0,35.84707944,128.5440265,대구광역시 달서구
작은빛도서관,20,2500,3,35.83685349,128.547078,대구광역시 달서구
작은숲도서관,30,8124,10,35.85888255,128.4951242,대구광역시 달서구
옷박골작은도서관,20,1667,2,35.86060121,128.5295257,대구광역시 달서구
e편한세상월배작은도서관,12,1800,0,35.82784002,128.5208073,대구광역시 달서구
레이크뷰행복작은도서관,22,5800,2,35.8073306,128.546034,대구광역시 달서구
마중물작은도서관,36,1300,0,35.822568,128.5449655,대구광역시 달서구
하브루타작은도서관,12,1500,0,35.83983359,128.5317894,대구광역시 달서구
서한도서관,24,1096,0,35.85887818,128.5048123,대구광역시 달서구
월배아이파크1차아이빛도서관,16,3900,3,35.81580647,128.5147196,대구광역시 달서구
꿈꾸는도서관in휴포레,30,2500,0,35.82428381,128.5219461,대구광역시 달서구
아이솔작은도서관,64,1546,2,35.81937058,128.5138241,대구광역시 달서구
달서다문화가족도서관,10,7000,0,35.85229651,128.4988252,대구광역시 달서구
드림작은도서관,30,1500,0,35.84441409,128.5334252,대구광역시 달서구
숲속도서관,40,1250,0,35.79658888,128.5294646,대구광역시 달서구
완산도서관,586,293452,46,35.8087041,127.1479879,전라북도 전주시
삼천도서관,360,97918,30,35.7989436,127.1216932,전라북도 전주시
서신도서관,442,112550,30,35.831016,127.1153256,전라북도 전주시
평화도서관,248,72125,30,35.7914868,127.1348546,전라북도 전주시
효자도서관,263,44785,30,35.813262,127.101139,전라북도 전주시
송천도서관,307,98529,35,35.869406,127.12811,전라북도 전주시
금암도서관,420,155336,25,35.8365539,127.140133,전라북도 전주시
인후도서관,392,91221,28,35.839517,127.1634489,전라북도 전주시
아중도서관,129,72442,27,35.826303,127.16261,전라북도 전주시
쪽구름도서관,105,51474,28,35.872255,127.075818,전라북도 전주시
건지도서관,115,43313,32,35.85406265,127.151643,전라북도 전주시
간납대작은도서관,10,3825,0,35.8165239,127.1554695,전라북도 전주시
건지산숲속작은도서관,25,3070,0,35.8586565,127.1316097,전라북도 전주시
글마당작은도서관,20,6932,0,35.811448,127.1321015,전라북도 전주시
금호작은도서관,24,7299,0,35.803399,127.1303026,전라북도 전주시
꿈드리작은도서관,8,9528,5,35.7956674,127.1147279,전라북도 전주시
꿈밭장애인작은도서관,30,5258,28,35.7991041,127.1298484,전라북도 전주시
꿈이있는나무작은도서관,20,11465,0,35.8351264,127.1207121,전라북도 전주시
노송작은도서관,16,11679,0,35.8190417,127.157225,전라북도 전주시
덕진품애작은도서관,34,5639,0,35.8451605,127.1201715,전라북도 전주시
맑은누리작은도서관,14,7180,0,35.822471,127.1369183,전라북도 전주시
명주골작은도서관,40,4321,0,35.845026,127.148612,전라북도 전주시
모롱지작은도서관,66,13246,0,35.8337154,127.1041557,전라북도 전주시
무지개작은도서관,10,10649,0,35.8699719,127.077637,전라북도 전주시
열린점자작은도서관,18,7936,0,35.8553879,127.092943,전라북도 전주시
우아문화의집 작은도서관,40,5807,0,35.8497499,127.1593601,전라북도 전주시
인후문화의집 작은도서관,30,7810,0,35.8374646,127.1567226,전라북도 전주시
인후비전작은도서관,40,13221,0,35.842834,127.148458,전라북도 전주시
전주작은도서관,11,11752,0,35.7970557,127.1399669,전라북도 전주시
중산작은도서관,35,9156,0,35.8248191,127.1215787,전라북도 전주시
책마루작은도서관,100,32567,0,35.854445,127.121152,전라북도 전주시
청아나루작은도서관,25,9341,48,35.814633,127.127255,전라북도 전주시
초록우산작은도서관,24,12221,0,35.798058,127.149537,전라북도 전주시
큰나루작은도서관,30,9694,0,35.8500904,127.120425,전라북도 전주시
팔복작은도서관,74,12465,0,35.8536281,127.1062727,전라북도 전주시
평화꿈틀 작은도서관,50,10196,0,35.796347,127.141436,전라북도 전주시
행복나눔 작은도서관,32,9334,29,35.8248191,127.1215787,전라북도 전주시
호성작은도서관,24,12107,0,35.8636667,127.1495389,전라북도 전주시
효사랑푸른꿈작은도서관,24,8503,0,35.807023,127.1181607,전라북도 전주시
안성시립중앙도서관,206,354582,72,37.0153548,127.268818,경기도 안성시
안성시립공도도서관,135,128682,29,37.0035826,127.173001,경기도 안성시
안성시립보개도서관,119,74722,18,37.0148332,127.3231445,경기도 안성시
안성시립진사도서관,125,71444,53,36.9942491,127.1443901,경기도 안성시
안성시립일죽도서관,21,35711,13,37.0905746,127.4769589,경기도 안성시
풍림작은도서관,26,21810,5,36.9993852,127.1587457,경기도 안성시
송정작은도서관,16,16750,6,37.0042968,127.2005722,경기도 안성시
태산작은도서관,13,14929,5,37.000608,127.153805,경기도 안성시
부영작은도서관,9,13767,7,37.0081631,127.1831671,경기도 안성시
죽산작은도서관,28,24270,8,37.0769078,127.4238622,경기도 안성시
삼죽작은도서관,42,19233,8,37.073125,127.3748355,경기도 안성시
대림동산작은도서관,10,3860,5,37.010257,127.204218,경기도 안성시
중앙도서관,280,175356,34,37.485857,127.494309,경기도 양평군
어린이도서관,475,72988,10,37.485567,127.494513,경기도 양평군
양서친환경도서관,293,80319,25,37.542135,127.323249,경기도 양평군
용문도서관,302,92855,37,37.487199,127.596191,경기도 양평군
지평도서관,162,38050,17,37.473699,127.638632,경기도 양평군
양동도서관,200,42789,16,37.419099,127.7548063,경기도 양평군
강상작은도서관,30,7332,3,37.480695,127.478067,경기도 양평군
강하작은도서관,48,10774,3,37.495824,127.410924,경기도 양평군
고읍내작은도서관,66,6128,0,37.5181908,127.4564111,경기도 양평군
서종작은도서관,36,19759,5,37.606691,127.348987,경기도 양평군
청운작은도서관,20,5488,3,37.553631,127.708314,경기도 양평군
개군작은도서관,47,4471,4,37.427894,127.542089,경기도 양평군
동해시립발한도서관,444,115857,16,37.5482581,129.1058741,강원도 동해시
동해시립북삼도서관,358,100617,18,37.4926911,129.1043801,강원도 동해시
무릉작은도서관,82,15640,3,37.4882441,129.0682941,강원도 동해시
이도작은도서관,82,14481,3,37.4800481,129.1088461,강원도 동해시
등대작은도서관,82,13844,3,37.5586781,129.1141711,강원도 동해시
영덕공공도서관,350,70875,68,36.414541,129.368189,경상북도 영덕군
예주작은도서관,28,13500,0,36.530004,129.405193,경상북도 영덕군
금호작은도서관,10,5000,0,36.379181,129.387822,경상북도 영덕군
해맑은작은도서관,10,1300,0,36.413872,129.366802,경상북도 영덕군
예주고을작은도서관,20,2428,0,36.538248,129.413168,경상북도 영덕군
영광공공도서관,510,78648,42,35.2726169,126.5037717,전라남도 영광군
영광군립도서관,203,81386,25,35.279292,126.515505,전라남도 영광군
속초시립도서관,225,43697,257,38.1866504,128.5909959,강원도 속초시
풀이음작은도서관,48,8749,1,38.2060933,128.5717503,강원도 속초시
영랑작은도서관,15,7021,2,38.2144208,128.594611,강원도 속초시
로뎀나무 작은도서관,60,3000,10,35.168957,126.876175,광주광역시 서구
작은도서관 두럭,35,3600,0,35.159714,126.8605107,광주광역시 서구
쉼북카페 도서관,30,5000,100,35.121685,126.8687423,광주광역시 서구
아이숲어린이도서관,30,1530,0,35.127094,126.879005,광주광역시 서구
지혜의샘,40,6500,0,35.1261509,126.8832951,광주광역시 서구
풍암전원작은도서관,10,1320,0,35.1197637,126.8643747,광주광역시 서구
작은도서관 꿈터,10,7000,150,35.141296,126.8766034,광주광역시 서구
무등작은도서관,45,6500,0,35.143173,126.8765461,광주광역시 서구
중앙나누리 작은도서관,60,4392,0,35.147922,126.877266,광주광역시 서구
화정문고,25,5000,0,35.147682,126.872604,광주광역시 서구
지혜의샘터,20,2300,2,35.1371143,126.8722812,광주광역시 서구
광주광역시청소년문화의집미소책방,30,8000,2,35.154846,126.876526,광주광역시 서구
월광교회 작은도서관,47,26747,0,35.137123,126.871952,광주광역시 서구
오색종이 신나는 작은도서관,12,2500,0,35.1404096,126.8591632,광주광역시 서구
교육과희망 작은도서관,15,3000,0,35.143739,126.858109,광주광역시 서구
서구공공도서관,440,57544,20,35.1307905,126.860252,광주광역시 서구
서구어린이생태도서관,150,43907,16,35.129909,126.881721,광주광역시 서구
상록도서관,238,43478,21,35.155378,126.888943,광주광역시 서구
광주학생독립,1411,206269,82,35.140999,126.865841,광주광역시 서구
광주학생,696,194139,58,35.155766,126.858156,광주광역시 서구
금호2동작은도서관,60,12000,0,35.128865,126.857155,광주광역시 서구
동천동작은도서관,40,6387,0,35.170982,126.866974,광주광역시 서구
양동작은도서관,30,7202,0,35.150074,126.9069605,광주광역시 서구
화정4동작은도서관,20,11638,0,35.141827,126.873764,광주광역시 서구
꿈빛도서관,21,9500,0,35.168644,126.8754932,광주광역시 서구
마을도서관 다락,30,3500,300,35.132896,126.856514,광주광역시 서구
해돋는작은도서관,50,1950,0,35.132896,126.856514,광주광역시 서구
쉼터작은도서관,25,1230,0,35.14004825,126.8559019,광주광역시 서구
고맙습니다 아리솔작은도서관,60,8347,0,35.130417,126.8529876,광주광역시 서구
송촌파인힐작은도서관,24,5085,0,35.131912,126.8642308,광주광역시 서구
책사랑 작은도서관,30,4511,0,35.1312538,126.8619955,광주광역시 서구
대주파크빌 작은도서관,72,6000,0,35.12815896,126.8571605,광주광역시 서구
소꿉놀이작은도서관,20,9150,0,35.155228,126.8619734,광주광역시 서구
내방마루작은도서관,6,4098,0,35.155228,126.8729645,광주광역시 서구
건강한 도서관,20,10000,0,35.148064,126.888054,광주광역시 서구
예일작은도서관,12,6000,0,35.152237,126.884575,광주광역시 서구
서문작은도서관,10,5000,0,35.1526045,126.895035,광주광역시 서구
열린작은도서관,30,5589,150,35.149548,126.8891536,광주광역시 서구
강아지똥어린이도서관,20,5827,0,35.169044,126.860306,광주광역시 서구
동천마을6단지작은도서관,20,2584,1197,35.170353,126.8716069,광주광역시 서구
작은도서관 동천마을 두잇공동체,15,1200,0,35.170204,126.8619936,광주광역시 서구
여성친화 휴(休) 도서관,36,2532,2,35.1689881,126.8620716,광주광역시 서구
호반베르디움 작은도서관,20,4000,0,35.170049,126.865258,광주광역시 서구
서광작은도서관,50,3369,100,35.153538,126.865189,광주광역시 서구
책마을작은도서관,10,1500,0,35.161263,126.8584664,광주광역시 서구
우리들의 쉼터 작은도서관,20,20000,0,35.142489,126.856839,광주광역시 서구
책더하기사랑작은도서관,12,17000,0,35.1497402,126.8683394,광주광역시 서구
푸른빛작은도서관,20,3600,0,35.1470449,126.8698681,광주광역시 서구
행복도서관,20,6461,0,35.152218,126.842224,광주광역시 서구
광천사랑숲작은도서관,65,9200,2,35.167484,126.8623102,광주광역시 서구
꿈일굼터 작은도서관,36,4471,0,35.1455304,126.8672399,광주광역시 서구
상무작은도서관,15,20000,0,35.155212,126.8659606,광주광역시 서구
신천힐탑작은도서관,30,3000,0,35.142489,126.856839,광주광역시 서구
운천골 작은도서관,50,5000,0,35.146678,126.853815,광주광역시 서구
브니엘작은도서관,12,4164,5,35.160137,126.8912068,광주광역시 서구
글마루작은도서관,20,1000,0,35.157906,126.8952617,광주광역시 서구
나눔새마을작은도서관,20,1092,0,35.155335,126.901029,광주광역시 서구
양동문고,21,3700,2,35.150648,126.905702,광주광역시 서구
광주천사계작은도서관,29,20000,0,35.166683,126.8588384,광주광역시 서구
기아꿈터어린이도서관,50,5500,0,35.164295,126.865705,광주광역시 서구
버들도서관,24,5626,0,35.163691,126.861711,광주광역시 서구
상무버들1단지 작은도서관,23,2000,0,35.1654989,126.8604462,광주광역시 서구
광주제일교회도서관,84,10300,0,35.149506,126.843544,광주광역시 서구
발도르프희망작은도서관,8,2500,0,35.1697873,126.873276,광주광역시 서구
보나담 금호대우 작은도서관,7,4460,0,35.157475,126.846123,광주광역시 서구
좋은씨앗작은도서관,30,2416,2,35.152737,126.853923,광주광역시 서구
신동아 아파트 작은도서관,6,2000,0,35.140774,126.8826894,광주광역시 서구
아이꿈어린이도서관,10,12000,0,35.1410805,126.8736508,광주광역시 서구
지혜의쉼터작은도서관,60,9000,0,35.147517,126.884239,광주광역시 서구
움터작은도서관,70,3100,0,35.1274271,126.8530642,광주광역시 서구
엘림작은도서관,16,1000,0,35.1225594,126.8663524,광주광역시 서구
풍암호수작은도서관,30,1944,0,35.1180593,126.8529551,광주광역시 서구
서창한옥작은도서관,38,1500,0,35.1152094,126.8092603,광주광역시 서구
사과나무작은도서관,20,1967,0,35.1469118,126.8856663,광주광역시 서구
작은도서관 봄,20,2172,0,35.119841,126.8682089,광주광역시 서구
에바다작은도서관,10,3000,0,35.1645992,126.8830793,광주광역시 서구
다독다독작은도서관,80,5800,0,35.1476117,126.8869915,광주광역시 서구
충주시립도서관,517,389826,144,37.160015,127.450014,충청북도 충주시
충현도서관,223,69591,60,37.4340499,126.8847409,경기도 광명시
하안도서관,806,315548,916,37.4678555,126.8737104,경기도 광명시
철산도서관,647,142764,372,37.4769468,126.8722073,경기도 광명시
소하도서관,388,31840,256,37.4452882,126.8879877,경기도 광명시
광명도서관,1276,197147,434,37.4652995,126.8514147,경기도 광명시
평생학습주제전문도서관,27,4632,11,37.474331,126.868457,경기도 광명시
전남도립도서관,543,223884,70,34.80490366,126.4617112,전라남도
금정도서관,1168,233658,97,35.272726,129.096197,부산광역시 금정구
경기의정부교육도서관,271,121445,146,37.762902,127.036012,경기도교육청 경기의정부교육도서관
홍파랑 북카페,10,6533,0,37.57191423,126.9619609,서울특별시 종로구
혜화마을 북카페,16,5473,0,37.58685524,127.0005661,서울특별시 종로구
통인어린이작은도서관,50,14425,0,37.58042567,126.9705289,서울특별시 종로구
창이 작은도서관,22,6166,0,37.57444985,127.0108719,서울특별시 종로구
지혜만들기 작은도서관,16,6568,0,37.57206081,127.0050305,서울특별시 종로구
이화마을 작은도서관,30,7989,0,37.57698027,127.0043471,서울특별시 종로구
숭인마루 작은도서관,18,5487,0,37.57782264,127.0156271,서울특별시 종로구
무악다솜방 작은도서관,30,5610,0,37.57599986,126.9581596,서울특별시 종로구
꿈꾸는 평창동 작은도서관,13,6113,0,37.60637368,126.9683669,서울특별시 종로구
청운효자동 북카페,37,6555,0,37.58409094,126.9706225,서울특별시 종로구
도담도담한옥도서관,30,5814,0,37.57692787,127.0218397,서울특별시 종로구
작은도서관 삼봉서랑,50,13870,0,37.57319787,126.9788134,서울특별시 종로구
삼청숲속 작은도서관,40,7933,0,37.5879786,126.9840854,서울특별시 종로구
청운문학도서관,115,21985,0,37.5903786,126.9659189,서울특별시 종로구
아름꿈도서관,97,21324,0,37.57269758,127.0171158,서울특별시 종로구
우리소리도서관,45,3188,0,37.5744932,126.9902329,서울특별시 종로구
어린이청소년국학도서관,80,3880,0,37.58868597,126.995539,서울특별시 종로구
대구광역시립중앙도서관,1729,525417,101,35.868498,128.601697,대구광역시교육청 대구광역시립중앙도서관
대구광역시립동부도서관,1566,304741,50,35.890158,128.6194122,대구광역시교육청 대구광역시립중앙도서관
대구광역시립남부도서관,1438,316188,38,35.8321,128.58078,대구광역시교육청 대구광역시립중앙도서관
대구광역시립서부도서관,1439,298734,56,35.872486,128.557617,대구광역시교육청 대구광역시립중앙도서관
대구2.28기념학생도서관,847,245223,43,35.89057,128.633737,대구광역시교육청 대구광역시립중앙도서관
대구광역시립수성도서관,1031,283392,61,35.872065,128.639168,대구광역시교육청 대구광역시립중앙도서관
대구광역시립북부도서관,820,263980,62,35.885145,128.583968,대구광역시교육청 대구광역시립중앙도서관
대구광역시립두류도서관,639,277932,62,35.852649,128.560475,대구광역시교육청 대구광역시립중앙도서관
대구광역시립달성도서관,275,133628,32,35.6986878,128.4476319,대구광역시교육청 대구광역시립중앙도서관
연제도서관,192,83303,65,35.17414442,129.0829683,부산광역시 연제구
배산작은도서관,35,14937,0,35.17509425,129.0933137,부산광역시 연제구
거제2동새마을문고작은도서관,25,16702,0,35.18764403,129.0701317,부산광역시 연제구
밤골작은도서관,33,12865,0,35.1720557,129.0944725,부산광역시 연제구
해뜰작은도서관,33,19703,0,35.19056266,129.0815476,부산광역시 연제구
구례군매천도서관,114,36215,60,35.214411,127.468666,전라남도 구례군
경기중앙교육도서관,376,253612,570,37.298168,127.022715,경기도교육청 경기중앙교육도서관
우정혁신LH2차책사랑,12,1300,0,35.5687911,129.3321348,울산광역시 중구
책나무그늘도서관,6,1098,0,35.5568509,129.3055274,울산광역시 중구
해송작은도서관,15,2519,0,35.5700423,129.3465875,울산광역시 중구
에뜰3차아름도서관,20,1215,0,35.5687911,129.3321348,울산광역시 중구
우정아이파크작은도서관,42,2000,1,35.5609452,129.3090553,울산광역시 중구
솔로몬도서관,18,1300,1,35.5584176,129.3321271,울산광역시 중구
단장골북카페,20,5527,5,35.5694338,129.3328875,울산광역시 중구
신월도서관,12,4348,0,35.5630278,129.3270544,울산광역시 중구
다난작은도서관,10,2727,0,35.5576835,129.2750869,울산광역시 중구
우암작은도서관,35,3334,0,35.5547629,129.3123959,울산광역시 중구
학성작은도서관,16,4027,0,35.5553494,129.3345028,울산광역시 중구
세린작은도서관,120,28278,36,35.55613,129.2758863,울산광역시 중구
꿈틀꿈틀작은도서관,30,2700,0,35.5567038,129.2756604,울산광역시 중구
유곡푸르지오책마루도서관,32,3891,2,35.5604843,129.3047604,울산광역시 중구
책의숲,20,5688,0,35.5600948,129.3026926,울산광역시 중구
페다고지,30,3031,3,35.5570015,129.3205822,울산광역시 중구
어깨동무도서관,10,3600,2,35.5752742,129.3419092,울산광역시 중구
작은도서관 책마을,50,14340,4,35.5592312,129.3264216,울산광역시 중구
에일린의뜰문고,20,2700,0,35.5678386,129.3483608,울산광역시 중구
남외푸르지오문고,20,6853,0,35.5645114,129.3480006,울산광역시 중구
꿈나무어린이문고,20,1500,0,35.5634752,129.3372937,울산광역시 중구
옥골샘도서관,25,8510,8,35.557504,129.3240802,울산광역시 중구
태화루도서관,33,9480,8,35.5565342,129.304478,울산광역시 중구
함월도서관,71,13705,10,35.5761951,129.3167831,울산광역시 중구
약숫골도서관,191,22901,40,35.5704567,129.3372122,울산광역시 중구
옥산도서관,54,62906,57,36.635004,127.323307,충청북도
신율봉도서관,121,69715,35,36.631357,127.446463,충청북도
시립도서관,662,257212,200,36.612477,127.505767,충청북도
상당도서관,330,120378,114,36.646113,127.490204,충청북도
청원도서관,392,135756,118,36.666347,127.475099,충청북도
오창호수도서관,430,106254,107,36.713067,127.424016,충청북도
오창도서관,148,90123,79,36.744349,127.454551,충청북도
오송도서관,375,93779,102,36.635004,127.323307,충청북도
서원도서관,346,107303,93,36.626777,127.484636,충청북도
흥덕도서관,231,121383,105,36.634494,127.432103,충청북도
강내도서관,127,79080,93,36.623808,127.362189,충청북도
충주시립도서관,517,389826,144,37.160015,127.450014,충청북도
제천시립도서관,156,277703,73,37.155111,128.210267,충청북도
의병도서관,10,15141,0,37.155111,128.210267,충청북도
제천여성도서관,144,68960,36,37.138887,128.21064,충청북도
봉양도서관,48,57239,12,37.132154,128.12437,충청북도
기적의도서관,180,101991,37,37.155157,128.219875,충청북도
옥천군민도서관,102,59755,78,36.300444,127.572521,충청북도
레인보우영동도서관,104,41417,103,36.172732,127.777798,충청북도
증평군립도서관,601,56931,38,36.789594,127.579624,충청북도
진천군립도서관,372,72627,41,36.924046,127.367503,충청북도
진천군립광혜원도서관,100,50258,62,36.994424,127.435891,충청북도
생거진천혁신도시도서관,120,23164,22,36.89823,127.534795,충청북도
음성도서관,255,53662,10,36.93962,127.693585,충청북도
금왕도서관,170,58900,10,36.967358,127.485025,충청북도
대소도서관,100,39000,11,36.939658,127.693614,충청북도
감곡도서관,160,30362,20,36.967456,127.484946,충청북도
매포공공도서관,118,50741,10,36.991389,128.335969,충청북도
다누리도서관,87,86587,75,37.043833,128.485103,충청북도
경기성남교육도서관,570,290363,407,37.44663585,127.1500988,경기도교육청 경기성남교육도서관
시립중앙도서관,965,322544,185,37.3265334,127.9538892,강원도 원주시
태장도서관,67,28123,22,37.3603846,127.9532918,강원도 원주시
중천철학도서관,60,29282,43,37.3054048,127.9199553,강원도 원주시
책마실도서관,30,10277,2,35.946279,128.557395,대구광역시 북구
칠곡그린빌4단지 도서실,24,4877,3,35.937432,128.566288,대구광역시 북구
